 	il	morto	vuole	pianto	</S>
a31	0.6143313	0.058800273	0.11871345	0.14776383	0.0603911
a28	0.017492412	0.329506	0.5648774	0.06336084	0.02476335
a17	0.0018484069	0.96662927	0.01295326	0.012369868	0.0061992486
a31	0.0010774869	0.9083645	0.005783287	0.039587144	0.04518764
a20	0.0068092793	0.9231671	0.041500643	0.012087487	0.016435554
a0	0.0013600457	0.75911176	0.06724617	0.070175335	0.10210665
a31	0.024108598	0.64548945	0.059012104	0.13256064	0.13882925
a13	0.0011804665	0.6456212	0.06467603	0.19801757	0.090504766
a6	0.007739791	0.11346867	0.23718195	0.33214384	0.30946574
a31	0.016331082	0.11941679	0.24472794	0.31805718	0.30146697
a46	0.010209695	0.285335	0.17392182	0.31534106	0.21519245
a37	0.015585342	0.06938935	0.1941801	0.4847228	0.2361224
a31	0.056136746	0.14195386	0.23977262	0.2818409	0.28029588
a46	0.066593975	0.15083978	0.31668386	0.28485638	0.18102603
a31	0.04420194	0.09676973	0.23122469	0.4103262	0.21747747
a46	0.1228549	0.15458825	0.3315634	0.21997084	0.17102256
a8	0.09304425	0.118141025	0.3041815	0.285842	0.19879124
a31	0.18333364	0.18580633	0.217264	0.19873822	0.21485776
a8	0.23458236	0.18795228	0.19048762	0.1950261	0.19195162
</S>	0.19555327	0.19301787	0.19636732	0.2088267	0.20623483
