 	quest	anno	che	viene	mangio	quanti	voglio	</S>
a23	0.27719268	0.5585068	0.07322844	0.00029892902	0.0015107039	0.029619373	0.029277982	0.030365124
a31	0.006062494	0.95999926	0.025198583	5.4881984e-05	0.00041322317	3.4931585e-05	0.00014426956	0.008092412
a37	0.7501213	0.1491785	0.08584691	0.003067111	0.006487927	0.0011079224	4.7927882e-05	0.0041424246
a20	0.24545382	0.67975193	0.033393115	0.0019019376	0.002785496	0.00065046106	0.0003958297	0.035667337
a31	0.05325712	0.8492578	0.041879054	0.0016792269	0.0029777074	0.0024014525	0.0021634488	0.046384055
a7	0.029399596	0.824768	0.14315994	0.00010687111	0.0011014638	1.4745758e-05	4.245766e-06	0.0014452072
a10	0.04060287	0.38225493	0.30846715	0.004694165	0.05671867	0.0075728027	0.034771662	0.16491772
a41	0.032771587	0.48035762	0.3062925	0.006392786	0.030861426	0.008862132	0.019000558	0.11546143
a37	0.06962967	0.28326863	0.20310917	0.003461279	0.03598881	0.026113119	0.06456572	0.31386364
a14	0.13630511	0.17188595	0.3144289	0.006123113	0.045548894	0.11404412	0.12868755	0.08297638
a31	0.120481804	0.10322528	0.20983303	0.006406504	0.024541736	0.23074636	0.25704378	0.04772158
a20	0.54939276	0.21901488	0.08079853	0.002506551	0.0036304852	0.03027738	0.08381407	0.030565294
a31	0.06527508	0.14200827	0.24518257	0.017971046	0.04710761	0.24020243	0.17920466	0.06304837
a37	0.61282057	0.18314391	0.054504223	0.0020307149	0.0032390004	0.029548094	0.08219122	0.032522254
a7	0.07579331	0.194357	0.22396268	0.02741572	0.04840319	0.17194067	0.17428629	0.08384116
a10	0.038833052	0.160544	0.14941813	0.01598997	0.042447682	0.3771131	0.16794278	0.0477112
a7	0.057113193	0.078531474	0.073953256	0.02725772	0.06513419	0.46267757	0.17418648	0.06114614
a39	0.14321262	0.17746097	0.14577621	0.03921246	0.0652647	0.14190285	0.14578898	0.14138117
a10	0.16363811	0.16488035	0.15031724	0.0419459	0.063716464	0.1230892	0.13956375	0.152849
a32	0.16871807	0.20694177	0.15406586	0.04998524	0.05899764	0.087316506	0.107767016	0.16620785
a19	0.15616766	0.2293378	0.14084293	0.068280704	0.07217617	0.09978101	0.09592442	0.13748929
a31	0.16520877	0.16830535	0.14087674	0.05217478	0.066270344	0.123022616	0.12374532	0.16039604
</S>	0.14295296	0.13948308	0.122644365	0.11450588	0.11517812	0.11993225	0.12188924	0.12341404
