 	non	ha	che	li	aspettiamo	</S>
a46	0.0062821927	0.0070812544	0.010471186	0.0040062116	0.805442	0.16671717
a31	0.16191117	0.008345186	0.05496262	0.00054703414	0.6461554	0.12807861
a15	0.012901139	0.013913692	0.016720923	0.00037132768	0.9504317	0.0056612696
a31	0.09021116	0.748089	0.14359652	0.000464427	0.01159629	0.0060424916
a28	0.31413612	0.4847512	0.15694655	0.00045959858	0.038908698	0.004797758
a20	0.6980108	0.009302875	0.04267947	0.0020331896	0.022173155	0.22580044
a11	0.78413194	0.051098283	0.014036773	0.0054930327	0.061896298	0.083343655
a31	0.18555605	0.14525677	0.110316835	0.1802372	0.29764876	0.08098431
a11	0.69650906	0.0488314	0.026334176	0.027591662	0.059634436	0.14109932
a31	0.14322904	0.21456897	0.114601046	0.16155358	0.26323712	0.102810234
a46	0.29892117	0.14035293	0.12335815	0.12464501	0.14865792	0.16406481
a31	0.18999957	0.16836497	0.14421552	0.15977885	0.18654084	0.15110025
a11	0.19494805	0.1627681	0.1574206	0.15724654	0.16388522	0.1637315
a31	0.16316664	0.17020354	0.16328837	0.16720784	0.17605141	0.16008215
a11	0.18224216	0.16362463	0.1632216	0.1626082	0.16407685	0.1642265
a46	0.1653792	0.16687891	0.16658029	0.16729671	0.1686365	0.16522849
</S>	0.16665429	0.1663748	0.16660693	0.16683716	0.16712508	0.16640177
