 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
a8	0.26392418	0.16963403	0.15958577	0.1702275	0.089664415	0.06350438	0.039818786	0.02116281	0.02247812
a31	0.029011564	0.27649364	0.33461618	0.34476954	0.0002214883	0.0010018863	0.0005627958	0.0021027236	0.011220262
a20	0.06785248	0.037471775	0.06755336	0.63636464	0.057872936	0.05235814	0.060380396	0.01762442	0.0025218406
a29	0.23831059	0.16194281	0.28476572	0.27052212	0.0004067894	0.0005030588	0.00043203178	0.0004453049	0.042671535
a37	0.119982384	0.29329926	0.30674404	0.22045411	0.001424197	0.0009100138	0.00024184935	5.7959016e-05	0.05688612
a8	0.03522924	0.5054865	0.2631044	0.16091159	0.001969812	0.0019582957	0.0010952458	0.00040495276	0.029840017
a20	0.0760418	0.2598028	0.43428665	0.17628467	0.0019008365	0.0029351723	0.005909416	0.0040251454	0.03881358
a31	0.037970696	0.24778548	0.29326445	0.37586188	0.011146077	0.010332619	0.0022119163	0.001238727	0.020188173
a29	0.020744918	0.15652777	0.3251386	0.44505855	0.0012899725	0.0037465894	0.001055807	0.0058744703	0.040563427
a37	0.010032652	0.1162176	0.36707807	0.35225582	0.06284836	0.045496624	0.011170564	0.008199149	0.026701229
a29	0.013449876	0.036429685	0.15906644	0.59636635	0.08155875	0.080952235	0.007946325	0.0070333555	0.017196976
a31	0.009954469	0.035024498	0.18755713	0.32646626	0.067633286	0.11224569	0.021181893	0.104686566	0.13525012
a20	0.052141283	0.055310078	0.6492043	0.14105831	0.004041463	0.02123205	0.0053704847	0.026640661	0.04500135
a31	0.006744419	0.0140171135	0.085429385	0.3958685	0.024988683	0.16972464	0.023682106	0.14508487	0.13446032
a37	0.041423973	0.04889313	0.6699967	0.118536495	0.005103345	0.026340926	0.008731064	0.029681498	0.051292956
a46	0.005470332	0.010419608	0.05710577	0.37822676	0.031154467	0.24070646	0.024772316	0.17715335	0.07499099
a31	0.015006515	0.00962669	0.016792048	0.1591448	0.016498666	0.39601222	0.016361503	0.23776408	0.13279355
a0	0.019317072	0.022021482	0.11042794	0.102479406	0.008817506	0.35317668	0.028873133	0.26773575	0.08715098
a31	0.033490553	0.03477064	0.035796188	0.11898733	0.03752396	0.38182855	0.076611094	0.122440286	0.1585514
a1	0.023920998	0.020081392	0.09791002	0.092575304	0.009206004	0.3666603	0.023138773	0.28877646	0.077730834
a13	0.043188527	0.05838628	0.07057737	0.12373042	0.05738961	0.32651952	0.08803421	0.1018573	0.13031673
a39	0.058184825	0.0885441	0.120618924	0.14739072	0.100377254	0.21874367	0.055169776	0.15054908	0.060421687
a18	0.0544369	0.08354943	0.13774104	0.15478316	0.10483925	0.15604475	0.05482954	0.1931495	0.060626443
a8	0.0693202	0.09099082	0.15353596	0.17135657	0.11163727	0.09861074	0.06508566	0.17582045	0.063642375
a28	0.06989973	0.10381433	0.17966817	0.19758977	0.13264816	0.08400873	0.06346091	0.11286491	0.056045305
a31	0.07294292	0.08101968	0.10920288	0.1169631	0.089390114	0.118329644	0.07531064	0.2557649	0.0810761
a8	0.17573254	0.103178255	0.10692376	0.10262889	0.095479995	0.111153215	0.09296255	0.11738507	0.09455572
a37	0.076021254	0.10350245	0.17680934	0.19393833	0.12919818	0.08110686	0.06867057	0.10768014	0.0630729
a31	0.09966837	0.10498584	0.12577389	0.13172044	0.110770255	0.103840336	0.097692154	0.12837031	0.097178474
a21	0.19596672	0.10081886	0.10524976	0.09941325	0.09919695	0.0996804	0.096802436	0.10556218	0.097309485
a31	0.086132556	0.09457267	0.12568454	0.13403162	0.1039272	0.102706425	0.085304946	0.18153752	0.08610249
a20	0.1491048	0.1042668	0.10649802	0.10417833	0.10229632	0.10933091	0.10131379	0.12068313	0.102327935
</S>	0.078234226	0.08396654	0.105318435	0.11128682	0.09026956	0.115620926	0.080060475	0.25015095	0.085092045
