 	sta	e	dorme	nel	letto	</S>
a33	0.039155837	0.027145226	0.035996787	0.031451315	0.39276132	0.47348955
a31	0.85766554	0.010439052	0.007632991	0.0039711506	0.006220328	0.114070974
a37	0.32908204	0.31783134	0.20135865	0.012734208	0.01366576	0.1253281
a31	0.11474846	0.18199816	0.5218367	0.01184371	0.011732331	0.15784062
a13	0.06494468	0.8800646	0.041341625	0.00048590312	0.00019187505	0.012971332
a20	0.800003	0.042036112	0.0056396234	0.0017243533	0.00914199	0.14145496
a24	0.9080415	0.034446094	0.005505418	0.002608817	0.0016441698	0.04775389
a28	0.75546664	0.13276966	0.040450465	0.013341463	0.022528207	0.035443533
a31	0.564049	0.17542046	0.09851107	0.050072413	0.07520431	0.036742784
a35	0.27377748	0.04349888	0.14769611	0.13256349	0.26740637	0.1350577
a18	0.11214236	0.07901722	0.39196667	0.11801117	0.19134545	0.10751702
a31	0.12631923	0.1196432	0.29935384	0.12710567	0.23649873	0.0910793
a13	0.31072932	0.055709638	0.10014365	0.09280129	0.30690777	0.1337083
a39	0.050814327	0.08242853	0.28870758	0.1303692	0.29607317	0.15160725
a31	0.07593018	0.08451999	0.16482376	0.11257576	0.31975603	0.24239425
a21	0.20496336	0.13730752	0.14734487	0.14491947	0.20702213	0.15844262
a31	0.08253521	0.08543807	0.11977509	0.09853031	0.42321	0.19051136
</S>	0.19822575	0.15492141	0.15870723	0.1577412	0.1725648	0.15783963
