 	voglio	un	forno	che	vende	rustici	</S>
a31	0.17833273	0.015168014	0.012258575	0.041407313	0.033716276	0.56866115	0.15045592
a37	0.0013804086	0.046627354	0.566487	0.04282012	0.0008554607	0.15435581	0.18747382
a31	0.00050517195	0.029045284	0.16301212	0.011267311	0.0004302303	0.0024379496	0.79330194
a17	0.04164737	0.14636336	0.1431444	0.13055691	0.0070687113	0.40026954	0.13094972
a20	0.0057614995	0.11855882	0.70573807	0.02066632	0.0024247232	0.0060030194	0.14084747
a31	0.004122494	0.06396291	0.5001837	0.0032990926	0.00325567	0.0068715764	0.4183045
a41	0.029974421	0.018841222	0.6141247	0.007067136	0.0010452477	0.15792075	0.17102651
a24	0.008619089	0.016554387	0.32146576	0.024319919	0.0025208928	0.069399364	0.55712056
a31	0.002635031	0.0018820514	0.052496314	0.0008046836	0.00080924877	0.37366578	0.5677069
a39	0.043736946	0.0041791336	0.08020984	0.007366194	0.003749375	0.7914094	0.069349125
a31	0.015503531	0.010287629	0.03835251	0.033846166	0.048357256	0.7568461	0.09680684
a8	0.059091188	0.0044041574	0.08073896	0.00795738	0.0059501473	0.72259355	0.11926462
a26	0.045482263	0.025403399	0.022163538	0.0464879	0.17172357	0.50888026	0.17985909
a23	0.06889898	0.052982684	0.056952056	0.105963	0.17262001	0.3874997	0.15508364
a31	0.07367512	0.057537258	0.060275413	0.11270922	0.18810083	0.352447	0.15525521
a20	0.5967977	0.053704932	0.06635849	0.054426152	0.05619679	0.09584993	0.07666598
a39	0.11090439	0.110987976	0.11823242	0.1277286	0.15630661	0.23812148	0.1377185
a11	0.13497777	0.13391536	0.14206712	0.1392542	0.1456624	0.16192484	0.14219832
a37	0.13705125	0.14311329	0.17420265	0.13491668	0.13254611	0.14513758	0.1330324
a14	0.13282645	0.15214284	0.21374339	0.1286912	0.12067694	0.13055682	0.12136227
a24	0.12218508	0.14416952	0.21323544	0.11650957	0.114786424	0.17666918	0.112444796
a28	0.12705083	0.15830682	0.25543666	0.118853435	0.10621064	0.12505604	0.109085605
a20	0.10053293	0.1872858	0.42321262	0.087216504	0.05895075	0.08367028	0.059131157
a8	0.09129909	0.16791736	0.38159376	0.07491317	0.056372106	0.17240836	0.055496126
</S>	0.08470487	0.10528611	0.22939691	0.05736493	0.07176781	0.3835657	0.06791367
