 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.13289721	0.22102575	0.007906794	0.0052637258	0.010016116	0.49229383	0.13059649
a46	0.18620099	0.81357795	1.71763e-08	2.149698e-05	9.143009e-09	1.6666442e-06	0.00019780721
a31	0.46593624	0.5329112	3.2273793e-08	5.053191e-05	1.2862381e-08	1.6452015e-05	0.0010855881
a17	0.25240165	0.74706256	3.1691283e-07	1.9996041e-05	1.8062937e-07	7.7321005e-05	0.00043786535
a37	0.7758905	0.03872627	1.9383373e-05	0.011208121	0.00040312827	0.093655705	0.08009682
a31	0.42691466	0.013645994	0.0005339414	0.0013001733	0.006889123	0.43895844	0.11175759
a39	0.35306093	0.010876607	0.0031622378	0.014647581	0.042989027	0.5486953	0.026568355
a31	0.03172665	0.042434387	0.08283976	0.02504362	0.15925322	0.5963268	0.06237552
a37	0.40709525	0.052196316	0.10509472	0.056294803	0.09123372	0.22923297	0.058852132
a31	0.026909798	0.031336952	0.102354005	0.019607246	0.101650886	0.6413503	0.076790884
a46	0.17574783	0.12560897	0.1686029	0.12256078	0.132919	0.1508999	0.12366064
a31	0.03639313	0.0296005	0.051927414	0.025334105	0.06208369	0.7072261	0.08743506
a46	0.16710904	0.13749424	0.13774937	0.13704549	0.13718304	0.14560534	0.13781351
</S>	0.11637419	0.11220429	0.12067096	0.11093494	0.12569496	0.2795764	0.13454425
