 	io	non	ho	cosa	da	mangiare	</S>
a31	0.13953488	0.014924442	0.008862329	0.016219962	0.016102888	0.6008826	0.2034729
a37	0.08933598	0.13745779	0.38357776	0.06443168	0.00049996347	0.010337628	0.31435922
a31	0.17622313	0.04343696	0.14791486	0.11941933	0.0001783995	0.012932207	0.49989524
a18	0.32826227	0.1692816	0.21323967	0.0775542	0.0007351982	0.0054379157	0.20548911
a31	0.11093525	0.2456289	0.26267666	0.0655716	0.006278092	0.07547641	0.23343313
a11	0.8098928	0.05574636	0.08633325	0.012075949	0.00053598476	0.0011853694	0.03423012
a37	0.54166067	0.030085098	0.028628007	0.020436814	0.01635689	0.032865647	0.32996687
a15	0.30573782	0.079871796	0.02873981	0.06260206	0.043554615	0.03867814	0.44081578
a39	0.5820788	0.111120515	0.100684896	0.014699464	0.076650806	0.04044649	0.07431902
a31	0.36870152	0.16387421	0.12259784	0.02377461	0.18771006	0.042101312	0.09124054
a39	0.53074163	0.0914979	0.087195575	0.0568979	0.059902985	0.06639819	0.10736578
a20	0.2473741	0.14269832	0.13196884	0.055811588	0.1419166	0.115978844	0.16425164
a24	0.24083944	0.12104279	0.110895805	0.07239453	0.13279808	0.13546534	0.18656406
a31	0.17742972	0.12875326	0.1258602	0.10645189	0.13486148	0.14584397	0.1807995
a46	0.16707946	0.13957669	0.14199011	0.13573727	0.13596113	0.13758479	0.14207056
a31	0.15299332	0.13887145	0.13900872	0.1335781	0.13946605	0.1442669	0.15181546
a3	0.15736765	0.14036402	0.14085078	0.13999665	0.13995741	0.14031316	0.14115037
a31	0.1446433	0.14246982	0.14283061	0.14126515	0.14262262	0.14267486	0.1434936
</S>	0.15787987	0.14039557	0.14059547	0.14015369	0.14019968	0.14021572	0.14056008
