 	dovevo	comprare	il	pane	ogni	giorno	</S>
a20	0.6123277	0.007529066	0.0022240854	0.008083736	0.13226335	0.17315729	0.064414784
a31	0.24568897	7.933949e-06	0.046373226	0.004037658	0.018883556	0.024921957	0.66008675
a37	0.8356625	0.00017106059	0.0033465647	0.002685509	0.058596384	0.09750537	0.0020325556
a31	0.5775377	0.00016688097	0.004105227	0.004973684	0.12916008	0.10503204	0.17902437
a7	0.95810974	1.7551863e-05	0.005262499	0.004931131	0.018798651	0.006536249	0.0063441973
a31	0.36878332	4.7524714e-05	0.26715836	0.00014857636	0.0016563524	0.03873031	0.3234755
a44	0.9106762	2.146063e-05	0.0015009192	0.00070431986	0.034084894	0.0106237065	0.042388476
a31	0.43026048	0.0014963989	0.14992245	0.0069431807	0.00831767	0.034174167	0.3688857
a7	0.3961251	0.00023689544	0.005996714	0.004168549	0.28814125	0.10542085	0.1999106
a3	0.42254004	0.0045009744	0.06463321	0.0033747605	0.010552692	0.17617147	0.31822684
a20	0.68221194	0.0029519428	0.020720024	0.004287644	0.0054015648	0.085731864	0.19869505
a31	0.2911645	0.0120544555	0.03570068	0.015967946	0.035523802	0.3542321	0.25535658
a0	0.12187051	0.01772136	0.102741	0.016352952	0.029363228	0.2549965	0.4569545
a31	0.07862428	0.01783985	0.033417583	0.024760716	0.049370278	0.46493894	0.33104837
a8	0.1907422	0.051725306	0.2161792	0.048203636	0.05542334	0.15735699	0.28036937
</S>	0.28325763	0.008929565	0.014717421	0.008797733	0.050949067	0.41130188	0.22204669
