 	non	mi	aspetti	non	vengo	</S>
a33	0.065221146	0.042092513	0.017147886	0.023713985	0.6259376	0.22588685
a31	0.034424327	0.014874365	0.936879	0.00065311283	0.009563444	0.0036057897
a37	0.68181276	0.026817266	0.06626724	0.0027002606	0.14044249	0.08195994
a35	0.11493951	0.14933349	0.26855314	0.079387374	0.22353522	0.16425133
a31	0.028948626	0.014898463	0.39581892	0.08046098	0.118413344	0.36145964
a7	0.13510726	0.17818435	0.51324135	0.03006696	0.035199977	0.10820003
a18	0.06301968	0.40307388	0.2180251	0.03775082	0.12483097	0.1532995
a24	0.030494453	0.05280338	0.014356861	0.13999811	0.58275163	0.1795956
a31	0.033401895	0.21623436	0.045130912	0.08392192	0.37234035	0.24897063
a20	0.09941261	0.25497267	0.17644875	0.1237656	0.22701108	0.11838935
a8	0.03214552	0.091224365	0.04182319	0.16976477	0.35828394	0.30675825
a31	0.10223985	0.13569248	0.09946295	0.1276467	0.34145567	0.19350234
</S>	0.18237303	0.16045475	0.15591815	0.15812479	0.18531744	0.15781175
