 	dovevo	comprare	il	pane	</S>
a31	0.10815897	0.023863262	0.4694888	0.2708301	0.12765893
a46	0.025472421	8.4415595e-05	0.96024114	0.011904246	0.002297713
a31	0.35847244	1.196744e-06	0.2910601	0.18898658	0.16147968
a18	0.7898177	0.00091115193	0.19960654	0.0021829358	0.00748177
a13	0.8292188	0.00017760403	0.045725647	0.0048940405	0.119983904
a0	0.9167171	0.0029371295	0.044010013	0.00462465	0.031710986
a20	0.9659206	0.006925714	0.0138848955	0.0022343125	0.011034526
a7	0.92818516	0.04156696	0.011920065	0.003533195	0.014794721
a20	0.88654375	0.0600394	0.01321081	0.0047267047	0.03547927
a31	0.8724693	0.08000499	0.015186125	0.008936474	0.023403171
a11	0.30112994	0.17242277	0.16523488	0.11847856	0.24273388
a39	0.45586658	0.22166793	0.07322182	0.057648562	0.19159515
a31	0.4738612	0.13991049	0.08394721	0.07010655	0.2321746
a13	0.2184961	0.19189791	0.19807667	0.18047507	0.21105431
a17	0.257422	0.19863407	0.1563999	0.14778922	0.23975477
a31	0.21989869	0.19916156	0.18734245	0.18152381	0.21207353
a46	0.20536703	0.19790189	0.20223016	0.19550899	0.19899198
a20	0.21011926	0.19722243	0.19386652	0.19114542	0.20764634
a31	0.2020328	0.20003241	0.19908808	0.19814743	0.2006993
</S>	0.20592685	0.19869095	0.19917358	0.19777595	0.19843265
