 	non	ha	da	mangiare	</S>
a31	0.030635417	0.50792545	0.12889975	0.28131962	0.051219795
a20	0.5025899	0.4897321	0.000120842225	0.0065833903	0.0009737998
a31	0.9141552	0.047943	1.8532837e-05	0.0031276194	0.03475567
a41	0.8253394	0.13096525	0.0011859745	0.019312039	0.023197467
a10	0.9666248	0.021009123	6.427753e-05	0.00089130143	0.011410454
a31	0.36712754	0.118124716	0.32734814	0.12609206	0.061307546
a15	0.8507188	0.031974856	0.03216552	0.027654046	0.057486672
a31	0.32789096	0.11526862	0.3605858	0.12941201	0.066842526
a39	0.35141307	0.13160785	0.17063314	0.12979873	0.21654722
a37	0.40102986	0.15901439	0.1984901	0.12599964	0.11546598
</S>	0.23685127	0.18896617	0.18427745	0.17722093	0.21268418
