 	l	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
a8	0.09392679	0.08626583	0.003365438	6.453711e-05	0.00010481543	5.943215e-05	0.000246106	8.3136736e-05	0.0001470124	0.00035412775	0.8011303	0.011304095	0.002948467
a31	0.00019267567	0.0034831725	5.023396e-06	1.649212e-08	4.280869e-06	3.4878806e-08	4.631399e-06	8.2927824e-07	2.2069053e-05	1.40754355e-05	0.9938698	0.002255482	0.0001479725
a23	0.018531771	0.00036986833	4.554587e-05	1.310195e-06	3.30302e-07	1.7037809e-07	1.00228435e-05	3.9803098e-07	1.0896978e-06	2.53162e-05	0.9807904	0.00021844677	5.351352e-06
a31	0.0100468425	0.012979745	0.0002881171	4.968153e-06	2.7556282e-05	1.3099991e-07	3.084998e-05	1.3837529e-06	2.7099144e-05	2.8566987e-05	0.9749001	0.0012281408	0.00043642282
a39	0.019186426	0.03371817	0.002684267	6.573112e-06	8.975721e-06	7.639854e-07	0.00022176313	1.8685507e-05	2.1925383e-05	8.6647124e-05	0.9430463	0.0007205337	0.00027899037
a8	0.019993376	0.13115998	0.0011037416	4.4623142e-05	0.00049232575	7.5833623e-06	0.0005436522	7.2810726e-05	0.00034636585	0.00042465643	0.82625055	0.01560536	0.003954945
a31	0.007531663	0.01611008	0.0004991869	4.9798678e-06	0.00015845596	6.351626e-05	0.00030073788	5.4088465e-05	0.0015451197	0.0010486188	0.9060723	0.06038911	0.0062221787
a13	0.0010917729	0.9155262	0.002415936	3.8125805e-07	3.7850656e-05	3.8757088e-07	0.00015574976	9.5266e-06	4.1196905e-05	4.557682e-05	0.012569759	0.06683946	0.0012660415
a31	0.0070739007	0.023947226	0.0024020246	0.000118219614	0.002819385	0.00028515732	0.011675376	0.004059841	0.00879751	0.015404856	0.7693035	0.12406827	0.0300448
a46	0.0015290765	0.021628713	0.0005776359	1.2462409e-06	4.079789e-05	3.965905e-06	0.00016989252	2.3633094e-05	0.00016391795	0.00013794524	0.081269614	0.8899988	0.0044547175
a35	0.0075739473	0.16375281	0.009746802	0.0004918734	0.0028842117	0.0018811825	0.12406273	0.017360646	0.008917203	0.01444986	0.18381695	0.41352665	0.051535167
a24	0.0014109093	0.009351917	0.0013213414	6.77533e-05	0.0008021551	0.00017723124	0.004346404	0.002125012	0.0040824735	0.006794749	0.7479858	0.19873631	0.02279804
a18	0.003047345	0.015640806	0.0030980154	0.0010120884	0.0008856126	0.0009418419	0.11657969	0.031952187	0.0037087726	0.0018785933	0.004382807	0.81134385	0.005528374
a17	0.0013515252	0.005907748	0.0011889986	0.00034470746	0.00041039934	0.00037440698	0.05798348	0.020891799	0.0031746991	0.0010522779	0.003675894	0.8986325	0.0050115646
a43	0.0079261465	0.028161583	0.0075199716	0.0032147171	0.004115075	0.0037659053	0.11783066	0.053926434	0.00936965	0.005153807	0.0031681026	0.73465776	0.021190198
a31	0.0181652	0.027423007	0.007390044	0.0048913825	0.004381539	0.00457563	0.084662534	0.05226015	0.0071567493	0.0045577567	0.008796574	0.7463014	0.02943805
a20	0.01951829	0.013915663	0.003504005	0.00082037953	0.0018703573	0.0012751275	0.008007236	0.005704401	0.0038055787	0.001044804	0.013489684	0.9138752	0.013169256
a24	0.0057211644	0.012164074	0.006072633	0.0048703114	0.0048543965	0.0047271983	0.036233712	0.029164238	0.007247737	0.0043248264	0.0026968175	0.84362847	0.038294453
a49	0.03660965	0.10914457	0.020294731	0.01136689	0.013601999	0.013437352	0.1215257	0.061039742	0.011936575	0.011179227	0.009600935	0.5204226	0.05984006
a39	0.019880526	0.037716754	0.018660858	0.012614941	0.015344998	0.014801566	0.03998863	0.04956166	0.012816091	0.011697506	0.006725364	0.63678414	0.123406924
a19	0.061773196	0.090695225	0.03370101	0.01984497	0.025326394	0.024893828	0.13546169	0.07806898	0.017060217	0.019435834	0.01447951	0.39053705	0.08872211
a18	0.1183949	0.14681126	0.0717213	0.042091023	0.05573018	0.054419365	0.26539806	0.0844492	0.01979925	0.03080802	0.018103158	0.05467374	0.037600476
a31	0.06992961	0.1371471	0.11638546	0.08369079	0.1141448	0.10685448	0.107834995	0.04681385	0.026869912	0.03815468	0.024820954	0.06829731	0.05905603
a17	0.107068	0.24158953	0.0704009	0.05347448	0.060684156	0.05603361	0.056054454	0.05359067	0.05343084	0.053000074	0.06273492	0.07430684	0.057631418
a20	0.053360015	0.10338241	0.13417624	0.07159697	0.13812159	0.11461301	0.08741512	0.04336939	0.031828217	0.035831325	0.030329019	0.086616814	0.06935989
a31	0.057296272	0.13907182	0.12562296	0.06383467	0.13431953	0.09628099	0.0711599	0.0524321	0.0485472	0.049761925	0.04812349	0.058428794	0.05512031
a37	0.09445557	0.15987524	0.07142893	0.06454667	0.06773122	0.06565711	0.06748375	0.065297805	0.06500404	0.06441962	0.06950982	0.07742217	0.06716799
a31	0.055352524	0.07551319	0.11486396	0.062462367	0.12706742	0.09141942	0.0672037	0.057095118	0.050721142	0.050455023	0.048688903	0.10803548	0.09112174
a20	0.07497072	0.18641065	0.06932799	0.06260228	0.063869275	0.062971845	0.07271195	0.06625172	0.0650086	0.06283891	0.06538139	0.08185678	0.06579786
a31	0.059168328	0.07271973	0.108154275	0.06479074	0.11954132	0.08798618	0.06882419	0.06078534	0.055441402	0.05513916	0.054146364	0.104285076	0.08901789
a24	0.08101019	0.13451093	0.06963842	0.06623244	0.06681382	0.0663308	0.07963037	0.071053915	0.06951037	0.066626236	0.069451265	0.089813896	0.069377385
a20	0.05716438	0.06813096	0.097041264	0.06164954	0.10650622	0.08003771	0.065933734	0.062660284	0.0553941	0.05393367	0.0533686	0.13103114	0.10714847
a24	0.07045769	0.087317005	0.085576385	0.071107335	0.0891862	0.07817646	0.07821853	0.07188257	0.069567	0.06859083	0.068365	0.08535257	0.0762024
a8	0.06978964	0.08053371	0.094676405	0.0719273	0.10131774	0.08357538	0.07480625	0.06926674	0.06732053	0.067436576	0.06697818	0.07802841	0.07434313
a31	0.061187003	0.08160737	0.12702169	0.06908526	0.14093177	0.101384155	0.07612696	0.05762598	0.054190487	0.05522537	0.053581424	0.06281328	0.059219252
a29	0.11211515	0.09478482	0.072621934	0.07080353	0.07125507	0.07085824	0.07200279	0.071183346	0.07114996	0.070902586	0.073704526	0.07669996	0.071918115
a31	0.06747053	0.07516996	0.09421594	0.07026967	0.10150282	0.08267198	0.07212277	0.06824723	0.06569471	0.06552665	0.064898886	0.089764744	0.08244412
a28	0.07853114	0.15102148	0.07048299	0.06636069	0.06694715	0.06648269	0.076891564	0.070026584	0.06885183	0.066633515	0.068192735	0.081823476	0.067754135
a24	0.05535374	0.062681906	0.08199326	0.058203623	0.08867784	0.070352	0.061262123	0.06654368	0.057369057	0.054184724	0.05306418	0.15882216	0.13149177
a46	0.06822996	0.10473273	0.08976018	0.06896869	0.09393698	0.078862734	0.074351095	0.06838109	0.0658232	0.06538923	0.06493868	0.08174675	0.07487866
a31	0.065065295	0.07962074	0.10947988	0.069866545	0.120526224	0.09089263	0.07332432	0.06359505	0.06099845	0.061480507	0.06043828	0.074496344	0.070215754
a33	0.08671063	0.10923828	0.07381232	0.07164568	0.07225734	0.071808755	0.073934205	0.0724359	0.07220154	0.07171336	0.07361352	0.07783105	0.072797395
a17	0.06277109	0.0800057	0.12626964	0.07019939	0.13972564	0.10090951	0.07594027	0.058236536	0.05452877	0.05603256	0.055327818	0.061170284	0.058882788
</S>	0.074562214	0.08012704	0.084189884	0.07513354	0.08685109	0.07968901	0.07652575	0.074002005	0.07328271	0.073405534	0.07329082	0.07477385	0.074166484
