 	la	macchina	si	è	rotta	e	vuole	riparate	dal	meccanico	</S>
a31	0.7283438	0.061427027	0.02016897	0.0010052078	0.013586544	0.006142477	0.0019641526	0.008341421	0.035871435	0.06871776	0.054431293
a23	0.0006789746	0.030095201	0.0055364156	1.0090685e-05	0.0034787958	0.0004213369	0.0036038873	0.7988608	0.06942827	0.05760391	0.030282402
a31	0.0010532892	0.17950407	0.05252428	2.3622284e-05	0.004027498	0.0021996198	0.006794164	0.014028933	0.12734069	0.035258956	0.5772449
a37	6.589942e-05	0.19397487	0.018794175	6.589948e-05	0.015392917	0.031553604	0.005084427	0.30748615	0.31793055	0.09088092	0.0187706
a39	0.0007233855	0.13239531	0.10126019	0.00012236706	0.03941363	0.0018872789	0.006609949	0.044507153	0.12588936	0.04637241	0.5008189
a17	0.00031515595	0.015151142	0.0611443	1.6174992e-05	0.020793105	0.00021071367	0.0054125274	0.051828	0.09567839	0.08698939	0.6624611
a11	0.00041768787	0.009395517	0.019757783	0.00012287697	0.0015587484	0.00029103193	0.0026829087	0.04218758	0.258916	0.175608	0.48906186
a31	0.0009350162	0.006052336	0.0071298713	0.00027479386	0.000754761	8.081661e-05	0.00038200355	0.044511285	0.13554366	0.445888	0.35844752
a20	0.0009934385	0.0031191155	0.0034978306	3.5272114e-05	0.0017235907	9.3487695e-05	0.00042476013	0.052142404	0.06861694	0.7012324	0.16812076
a31	0.00055955024	0.011090042	0.010720111	0.0011252568	0.0013162688	0.0012208794	0.0054390957	0.026616571	0.1920517	0.5868549	0.16300568
a24	0.0005680283	0.001694736	0.002248207	1.4698825e-05	0.0003788824	7.337381e-05	0.00047352846	0.05828718	0.11184421	0.66559225	0.15882494
a31	0.0007763593	0.013861851	0.010517758	0.0018816595	0.0026514404	0.0019831914	0.014145634	0.04911164	0.22078593	0.5997853	0.08449923
a8	0.0011084832	0.0012100779	0.0027398616	3.262195e-05	0.00047350745	0.00012673765	0.0003713329	0.023002448	0.07734395	0.59396327	0.29962775
a31	0.0060224133	0.065986805	0.022202272	0.014052992	0.011390036	0.011260345	0.03346058	0.068625234	0.4011804	0.28462657	0.0811924
a24	0.024380142	0.0017517796	0.0040379385	0.0006707458	0.0030660478	0.004433869	0.004665722	0.011191716	0.16683127	0.4969597	0.28201106
a6	0.0039369264	0.02487028	0.017598571	0.009440737	0.016127625	0.013483466	0.039044287	0.23170432	0.21097562	0.3427635	0.09005464
a31	0.010171047	0.029316941	0.02866771	0.017829612	0.05011973	0.046198092	0.049942426	0.0726525	0.45708776	0.13029459	0.10771969
a20	0.25353017	0.03705461	0.0433974	0.031077374	0.04843805	0.14112264	0.11573324	0.06188601	0.08749761	0.095581286	0.084681615
a31	0.018721642	0.027519792	0.031393122	0.022878813	0.086464204	0.10599212	0.11998367	0.18425389	0.18434986	0.11390657	0.10453632
