 	Marika	tu	hai	mangiato	</S>
a8	0.0549185	0.90533775	0.018156718	0.009596851	0.011990105
a31	0.2463863	0.74825144	0.0044761957	3.2455955e-05	0.00085365545
a24	0.5338685	0.4647247	0.0013779077	9.616341e-07	2.7974396e-05
a31	0.6029725	0.37098458	0.011759849	0.0016309044	0.012652172
a28	0.1484383	0.8511962	0.00015036896	9.0527865e-06	0.00020603418
a31	0.2618402	0.089068204	0.104321525	0.20912802	0.3356421
a3	0.9661027	0.025590751	0.0048161275	0.0013556827	0.0021347378
a18	0.51660633	0.062337175	0.10827625	0.12329596	0.18948421
a31	0.33928266	0.022735422	0.1307894	0.43667582	0.07051671
a23	0.061805226	0.02251179	0.42536464	0.42729506	0.063023254
a31	0.21415973	0.036035314	0.12433067	0.37143987	0.25403443
a20	0.09212435	0.045965787	0.32219264	0.46022305	0.0794942
</S>	0.12135093	0.04325036	0.17030971	0.24765837	0.41743058
