 	hai	già	mangiato	</S>
a31	0.3216115	0.6117216	0.048367605	0.01829933
a37	0.21128564	0.78855926	0.00014799577	7.104874e-06
a31	0.59010684	0.4037052	0.00026065376	0.0059273005
a46	0.052121513	0.94689816	0.00061794935	0.00036250608
a31	0.20002271	0.77769357	0.015386706	0.00689707
a39	0.030878043	0.63805276	0.07575688	0.25531226
a20	0.43578914	0.49468768	0.061731346	0.0077919383
a31	0.17124683	0.2771669	0.40641668	0.14516962
a46	0.29728025	0.2611497	0.27938724	0.16218278
a31	0.4160058	0.20992787	0.222835	0.15123133
a18	0.26443672	0.24518143	0.2563786	0.23400329
a24	0.34824038	0.2239575	0.2240596	0.2037426
a46	0.2512063	0.24600384	0.2569914	0.2457984
</S>	0.26754782	0.24470873	0.25004688	0.23769657
