 	non	ho	cosa	è	da	mangiare	</S>
a31	0.053738248	0.077406846	0.052430365	0.006482166	0.014816954	0.5397217	0.25540376
a8	0.0032677178	0.049662	0.94469285	2.8094926e-05	8.6811575e-05	0.0009532882	0.0013093033
a31	0.008088115	0.013474072	0.9488254	7.15852e-06	1.613536e-05	0.018980552	0.010608615
a37	0.028245034	0.60345036	0.3662753	0.00013575806	8.642237e-05	0.00017664059	0.0016305671
a20	0.016531758	0.032534093	0.8758801	7.677914e-05	0.000285726	0.017420417	0.057271153
a31	0.2335634	0.36093092	0.33786085	0.0013301772	0.0008542028	0.008135309	0.057324957
a17	0.3642544	0.0593368	0.5503042	0.0004211523	0.00092069036	0.0015006749	0.023262033
a20	0.46545294	0.2751229	0.10834244	0.045178495	0.066201754	0.016118692	0.023582777
a31	0.34747866	0.2440429	0.121779114	0.057799995	0.15671772	0.040208463	0.03197308
a39	0.2523203	0.14240892	0.14517033	0.038861208	0.045466997	0.07877629	0.29699597
a35	0.19379312	0.20639442	0.139552	0.082904644	0.118479624	0.06601923	0.1928569
a39	0.16172913	0.13789827	0.11866665	0.108064316	0.13601331	0.10697046	0.23065792
a46	0.14373711	0.1486799	0.14150544	0.12829727	0.13252144	0.13369997	0.17155895
a35	0.14826044	0.1521456	0.14307867	0.12847084	0.13105218	0.1325047	0.16448759
a31	0.14549418	0.14424138	0.14189763	0.13817425	0.13939376	0.13971236	0.15108642
</S>	0.1670691	0.1404833	0.13889219	0.13515715	0.13586846	0.13834779	0.14418198
