 	avete	fatto	già	le	verdure	</S>
a6	0.6749643	0.14870586	0.009234954	0.016088959	0.081939794	0.0690662
a46	0.030917807	0.95873123	0.0052734315	0.00069141435	0.0016748377	0.0027113347
a21	0.07737446	0.85443395	0.015053843	0.0033444082	0.017107699	0.03268554
a20	0.0044529126	0.88975537	0.005940108	0.0025755954	0.02552239	0.071753696
a24	0.001821845	0.88067	0.006841232	0.0021228709	0.038305204	0.070238814
a31	0.007038977	0.30010065	0.052690327	0.011278244	0.2187813	0.4101105
a14	0.0007816047	0.9780828	0.008951051	0.0017094495	0.0032835752	0.0071916445
a41	0.002006649	0.6255306	0.10914291	0.04420463	0.06338769	0.15572752
a37	0.01249795	0.33946183	0.030460417	0.018811632	0.29263413	0.30613413
a31	0.0071730353	0.30378658	0.08363578	0.047464006	0.3315461	0.22639449
a6	0.0009988701	0.3575499	0.09334276	0.030638315	0.41887295	0.09859722
a46	0.009070279	0.11169841	0.19904155	0.12911159	0.28476113	0.26631704
a31	0.007349732	0.05303063	0.11782539	0.119518675	0.45208544	0.25019014
a17	0.004994708	0.051809136	0.12008249	0.109249845	0.5604952	0.15336859
a20	0.011720985	0.10300385	0.19154485	0.100101516	0.42608654	0.16754226
a31	0.021173889	0.19167043	0.18871795	0.19093885	0.25807282	0.14942606
a17	0.031386387	0.050719623	0.20872311	0.25759366	0.32147384	0.13010338
a20	0.037559554	0.17190123	0.25799623	0.20602706	0.20875524	0.1177607
a31	0.08283292	0.14365768	0.2779191	0.29348344	0.10635633	0.09575051
a20	0.16416742	0.11560231	0.19544657	0.2138498	0.16768527	0.14324865
a17	0.08581621	0.11595441	0.2935733	0.29251745	0.11404571	0.09809289
a31	0.15162902	0.16885525	0.18608084	0.18950464	0.15271598	0.15121427
a23	0.20645799	0.15144831	0.15781659	0.16077308	0.16451791	0.15898612
a31	0.14645123	0.16212344	0.193008	0.19276665	0.15682733	0.14882335
a8	0.19788931	0.15465552	0.1595563	0.1625305	0.16509312	0.1602752
a31	0.1552843	0.16677345	0.17175952	0.16478018	0.1830513	0.15835124
a28	0.2420737	0.14701287	0.14808907	0.14975126	0.15817277	0.15490027
a21	0.12177613	0.12821633	0.24319308	0.24866411	0.13211691	0.12603341
a31	0.16034359	0.16359779	0.17575936	0.17769893	0.16219684	0.16040353
</S>	0.20441382	0.15648487	0.15815079	0.1585035	0.1623691	0.1600779
