 	avete	cucinato	le	verdure	</S>
a29	0.56135356	0.2134231	0.030634677	0.09934992	0.09523877
a38	0.99885535	1.6800067e-06	0.00060323416	0.00048526036	5.4505956e-05
a31	0.9945775	4.272658e-05	0.0011907842	0.0034557758	0.00073329493
a11	0.9987589	0.0001309956	0.0010683212	2.8604003e-05	1.3253461e-05
a37	0.7324805	0.0050487556	0.10531541	0.028546713	0.12860858
a11	0.7558128	0.024452513	0.11870658	0.049944814	0.05108331
a31	0.22130236	0.29790622	0.35074624	0.06436164	0.065683536
a20	0.1456591	0.052549463	0.060152378	0.48389164	0.2577474
a31	0.08875798	0.3664601	0.38545957	0.058509108	0.10081315
a39	0.18301691	0.13395014	0.13518986	0.34364927	0.20419386
a13	0.14659554	0.28275573	0.29230338	0.12425085	0.15409449
a18	0.18483172	0.22737943	0.22958103	0.17781638	0.18039142
a39	0.18696883	0.21765389	0.22069721	0.1819583	0.19272183
a31	0.19637169	0.20547336	0.20660438	0.19489928	0.19665131
a46	0.22425514	0.18909983	0.18890084	0.20291203	0.19483216
</S>	0.19726263	0.20363197	0.20513906	0.19574767	0.19821872
