 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
a31	0.6252483	0.061311364	0.06305294	0.008751608	0.0062009445	0.10591785	0.09378675	0.015060689	0.02066948
a24	0.63247156	0.03670966	0.17916173	0.030324085	0.0021507065	0.11890766	3.242951e-05	2.649082e-07	0.00024192379
a18	0.3453022	0.011796909	0.044824257	0.12629403	0.0014461635	0.27564833	0.011006148	0.0007592986	0.18292272
a31	0.21238908	0.004598204	0.039564613	0.077087864	0.0018984992	0.3608578	0.039775725	0.0048185457	0.25900966
a37	0.74065393	0.02272308	0.12525287	0.0730581	0.0007907944	0.037163086	5.8584006e-05	8.3111223e-07	0.0002988072
a21	0.49644113	0.032079544	0.26438746	0.030448489	0.016535597	0.11904319	0.02012858	0.006787273	0.014148752
a31	0.12656054	0.020267226	0.13297412	0.060407452	0.038391527	0.42491636	0.069174744	0.032472048	0.094836034
a37	0.40567583	0.058666512	0.23673607	0.045930333	0.005859564	0.22729652	0.011374259	0.00253152	0.005929347
a19	0.09605932	0.01200512	0.40918973	0.04565801	0.014782386	0.381334	0.024337055	0.012244655	0.0043896637
a37	0.047849603	0.058220107	0.36232573	0.09077635	0.10021967	0.24188936	0.036047883	0.052015696	0.010655602
a31	0.13515206	0.04384808	0.27864638	0.049465306	0.02806004	0.39854535	0.03608042	0.023811612	0.0063907546
a39	0.050402835	0.009557951	0.044606425	0.02103657	0.012984627	0.13562123	0.42342958	0.22854951	0.07381127
a35	0.21246012	0.101565294	0.14000712	0.05846605	0.076700754	0.22761102	0.11512807	0.045820206	0.02224134
a20	0.18702185	0.10900589	0.14081222	0.036239248	0.06678194	0.28622434	0.11362873	0.042143915	0.018141884
a31	0.19116892	0.078777656	0.121395744	0.045339353	0.13491884	0.2001111	0.14937572	0.04876697	0.030145718
a33	0.16471206	0.018772133	0.13451307	0.033143397	0.065923065	0.07857879	0.22924691	0.23594229	0.039168313
a23	0.18844442	0.24630815	0.11811278	0.067316994	0.07167347	0.13115679	0.08366142	0.059498664	0.03382723
a31	0.18770853	0.10288404	0.13888174	0.108259246	0.13475831	0.057702262	0.1156955	0.07764555	0.07646481
a37	0.2786216	0.06246175	0.16292855	0.056494642	0.05059822	0.05061163	0.08511819	0.19069143	0.062474024
a31	0.0922944	0.05743591	0.0856779	0.08951675	0.28886995	0.09881179	0.19797906	0.04314257	0.04627171
a3	0.28115052	0.06552971	0.17952496	0.070812635	0.07039624	0.07421992	0.08023908	0.11160765	0.06651926
a11	0.08873929	0.05300432	0.08894671	0.101625286	0.30205747	0.10948773	0.17338723	0.04032533	0.042426635
a31	0.13654907	0.07144143	0.12311711	0.12548889	0.22352941	0.084611416	0.12797442	0.05205813	0.055229984
a37	0.18865727	0.090184085	0.13188878	0.09173051	0.095014945	0.0967713	0.10002213	0.11429424	0.0914367
a11	0.104042605	0.07369175	0.10734159	0.1218678	0.21878354	0.115412705	0.13191739	0.06257646	0.064366244
a39	0.12937005	0.089556314	0.13011244	0.14369318	0.1660514	0.08301489	0.10996659	0.07285822	0.07537688
a20	0.13629343	0.08966344	0.13944916	0.15450521	0.17263807	0.063055195	0.11072316	0.06445479	0.06921746
a44	0.13839908	0.091854565	0.14255504	0.15919098	0.15680876	0.06244826	0.104885995	0.0697344	0.07412294
a31	0.14072406	0.09237979	0.14535877	0.16190909	0.15513995	0.057723086	0.104637116	0.068510875	0.07361719
</S>	0.1161438	0.1116927	0.1125919	0.108003005	0.10742549	0.10779946	0.11046873	0.11717423	0.1087007
