 	se	nella	nella	pasta	voleva	sale	l	avevo	messo	</S>
a31	0.154889	0.13810919	0.022493433	0.01737939	0.0515036	0.019314844	0.13077712	0.15446387	0.20979077	0.10127883
a39	0.0045475564	0.4098392	0.14882131	0.09623699	0.2979238	0.02706971	0.008134885	0.000522744	0.003548981	0.0033547715
a31	0.015542882	0.022896528	0.0092711095	0.02957857	0.8151382	0.012227983	0.026225548	0.01666705	0.039895643	0.012556424
a14	0.0022575066	0.057083312	0.026978761	0.075354144	0.18388993	0.411932	0.14423269	0.030223735	0.060862187	0.0071857288
a41	0.009886551	0.020562341	0.0213261	0.025474137	0.21697211	0.07294628	0.10520867	0.13004795	0.32059947	0.07697637
a33	0.0051120915	0.0036517088	0.0018730996	0.0028994537	0.2270231	0.07967832	0.058863062	0.08813074	0.30188853	0.23087993
a20	0.003322244	0.0052765007	0.0008794813	0.01240167	0.63409865	0.091260314	0.02545683	0.03911694	0.10377935	0.084407985
a31	0.0007493247	0.01863167	0.004028774	0.0015256382	0.048977602	0.011952309	0.019221287	0.07132754	0.5784422	0.24514364
a10	0.0022456548	0.13219754	0.027625466	0.0139707215	0.4418279	0.111810066	0.14202109	0.02318059	0.09412281	0.010998118
a31	0.001612947	0.15715884	0.11136463	0.032596055	0.19976951	0.03340356	0.053827573	0.01518062	0.3435671	0.05151922
a46	0.03671209	0.13037345	0.038153246	0.014330285	0.36299354	0.056621946	0.049119137	0.0403195	0.18225987	0.08911689
a31	0.0022142935	0.062438022	0.13038345	0.03452156	0.28516382	0.06232665	0.064958215	0.012286593	0.3176203	0.028087039
a39	0.01484643	0.044160057	0.019338759	0.019402048	0.495985	0.029995792	0.03089924	0.058535047	0.20017734	0.0866603
a28	0.0025370042	0.034670006	0.19372338	0.08414795	0.34164366	0.07725533	0.046690624	0.01205662	0.1880495	0.019225897
a21	0.013860796	0.034997635	0.1757225	0.06311511	0.32516572	0.067557186	0.046874106	0.026558103	0.19081302	0.055335797
a24	0.02561264	0.05413216	0.4359702	0.10815973	0.17366621	0.04666404	0.025825439	0.0129786655	0.09579113	0.021199793
a46	0.10692079	0.13397373	0.33961347	0.074836046	0.059651524	0.0327935	0.035580713	0.031272326	0.13241138	0.052946594
a20	0.1131876	0.14270641	0.2909806	0.07998984	0.06463409	0.050310012	0.052048195	0.05017317	0.09000587	0.06596422
a31	0.009810999	0.025999745	0.063555904	0.13915898	0.21797033	0.14046378	0.11239621	0.12551385	0.09030273	0.07482748
a14	0.011295244	0.0038759406	0.020181166	0.12830824	0.65772897	0.053261746	0.025922276	0.030572638	0.045208257	0.023645487
a17	0.006379603	0.017572869	0.07736968	0.16116801	0.32354653	0.115641214	0.07866816	0.06974507	0.10202226	0.0478866
a31	0.011401502	0.02982726	0.057869595	0.12421674	0.3573168	0.13808516	0.09724885	0.08873324	0.054973222	0.040327657
a11	0.032150526	0.008217942	0.026762078	0.088555336	0.6149703	0.09457643	0.04722717	0.036106743	0.0328111	0.018622281
a18	0.005383373	0.012880413	0.0737315	0.1959087	0.31434163	0.11523184	0.07440225	0.08597425	0.06608883	0.056057207
a6	0.008999781	0.024270134	0.050231412	0.120203465	0.3819009	0.14958563	0.097085625	0.09011843	0.043891326	0.033713292
a8	0.021942236	0.057312094	0.06629717	0.07999193	0.19793133	0.2013457	0.15204605	0.11512138	0.056622352	0.051389713
a31	0.024495643	0.06312749	0.083209485	0.10476557	0.18251917	0.18417817	0.12588401	0.1080681	0.062706985	0.06104538
a24	0.46909866	0.045876786	0.048065804	0.058296453	0.10059572	0.060493976	0.053693328	0.053072236	0.05743317	0.053373937
a37	0.008930898	0.019697478	0.044578843	0.1387743	0.26167303	0.161802	0.116533816	0.13397798	0.061395187	0.05263643
a38	0.01405239	0.032391824	0.049489517	0.09363629	0.2644804	0.19631997	0.13620362	0.12685843	0.045334857	0.04123269
a31	0.02323709	0.06187829	0.07567617	0.091039635	0.18610878	0.19639017	0.13896908	0.111531965	0.058453035	0.056715816
a11	0.16971299	0.06409761	0.06856449	0.0859011	0.16649331	0.11475779	0.09666359	0.08358853	0.07709648	0.07312405
a31	0.012437307	0.020027965	0.039538648	0.13920152	0.27956054	0.16343427	0.11673795	0.13160998	0.052271012	0.04518083
a8	0.07157147	0.051350016	0.06592844	0.09360049	0.28087205	0.1413119	0.10367925	0.075067796	0.06094291	0.05567563
a10	0.027719323	0.057543065	0.079197444	0.11011573	0.20231684	0.18524146	0.11974353	0.10513972	0.06254407	0.050438892
a18	0.025898218	0.042885445	0.06470835	0.12172269	0.2358965	0.18874149	0.118769474	0.105690576	0.048642777	0.047044512
a31	0.04390264	0.06583418	0.09442964	0.16750278	0.19457254	0.124318525	0.08532814	0.09521511	0.06441963	0.0644769
a11	0.22136042	0.081569344	0.08158522	0.08426867	0.097310245	0.090551525	0.08714586	0.08541695	0.08613829	0.08465352
a10	0.027888825	0.0332495	0.044506922	0.10929136	0.2636014	0.18276241	0.13665394	0.11235103	0.04663805	0.04305662
a1	0.021497533	0.033037167	0.050608438	0.11288958	0.26776892	0.19196683	0.12632595	0.11225767	0.04307667	0.0405712
a41	0.029381286	0.07646727	0.09713312	0.114304185	0.15862332	0.16170007	0.11459933	0.10752272	0.07025588	0.07001282
a31	0.039943337	0.06260198	0.091893114	0.162031	0.19715175	0.13293193	0.08911378	0.09741456	0.06342103	0.06349753
a8	0.17559205	0.08499956	0.08510274	0.08954724	0.1048704	0.09713367	0.09295168	0.0905983	0.090293296	0.08891107
a31	0.03629569	0.06341022	0.09297998	0.14994928	0.19272387	0.14545286	0.094744615	0.10026647	0.06251758	0.061659377
a37	0.17637627	0.08592352	0.08598615	0.08778666	0.09961525	0.09852271	0.09440813	0.09118537	0.090772025	0.0894239
