 	sicuramente	stanno	ancora	svegli	</S>
a17	0.14269635	0.17280921	0.55646837	0.09308197	0.03494411
a24	0.04756615	0.9343802	0.0043639774	0.0031970579	0.010492667
a28	0.022118103	0.93311864	0.01474922	0.0131335985	0.01688044
a37	0.26605895	0.6937667	0.00642217	0.0017566095	0.031995524
a18	0.71304196	0.27673998	0.00020880539	0.000102189886	0.009907078
a39	0.91070324	0.04693349	0.0024088284	0.005094089	0.034860354
a31	0.78351355	0.02963934	0.0057785776	0.02186502	0.15920335
a39	0.6005433	0.04983522	0.008614873	0.015148786	0.32585773
a31	0.216814	0.012978715	0.012089511	0.047365177	0.71075255
a46	0.26406726	0.100252144	0.06553462	0.1005645	0.46958143
a31	0.17627785	0.017701223	0.044382118	0.09528359	0.66635525
a18	0.16407186	0.09923522	0.14610343	0.2549764	0.33561304
a31	0.33169967	0.02508278	0.09802855	0.2434523	0.30173674
a39	0.16793919	0.109724775	0.11603534	0.3231776	0.28312305
a31	0.18736725	0.07608247	0.17517793	0.3097394	0.25163296
a41	0.14286609	0.117933854	0.09727229	0.27322814	0.36869958
a39	0.13863096	0.08589145	0.16869417	0.38442886	0.22235459
a28	0.17242128	0.122759216	0.15365683	0.36732763	0.18383512
a20	0.12021677	0.10083666	0.16677304	0.41262868	0.19954485
a31	0.17169842	0.1443743	0.16582899	0.32749113	0.19060716
a39	0.21420203	0.19272861	0.18468362	0.2135868	0.19479895
a35	0.14995782	0.13537358	0.16386296	0.37400663	0.17679901
a31	0.20298974	0.18364216	0.1896473	0.23030284	0.19341801
a11	0.21665333	0.19593093	0.19255291	0.2006056	0.19425717
a18	0.17571096	0.16867624	0.18055154	0.28924787	0.18581338
a24	0.20180856	0.19023758	0.19380921	0.21827659	0.19586799
a31	0.19977029	0.19212967	0.1954764	0.21665263	0.19597104
a18	0.21182567	0.1971136	0.19590223	0.19859897	0.19655946
a31	0.20147192	0.19276908	0.19640471	0.21338284	0.19597138
a18	0.20973806	0.19723785	0.19629134	0.1992958	0.19743696
a15	0.1994821	0.19254169	0.19586459	0.2160127	0.19609895
a8	0.20211972	0.19658425	0.19817711	0.20491378	0.19820508
a39	0.20305778	0.19689445	0.19888282	0.20290332	0.19826166
a31	0.20111412	0.19869071	0.19918816	0.20179114	0.19921589
</S>	0.21465862	0.19680794	0.19626476	0.1961884	0.1960803
