 	nella	pasta	metti	sale	vuole	il	sale	</S>
a28	0.0038807432	0.008553824	0.7858532	0.0001447786	0.000779967	0.0029599734	0.1383483	0.0594792
a31	0.0018221722	0.028623646	0.68274176	0.03931011	0.03709312	0.02725598	0.16754851	0.015604651
a7	0.004399766	0.010923976	0.9416203	0.00042658535	0.00043462912	0.0018730899	0.03578119	0.0045404513
a46	0.00928273	0.0249721	0.8122786	0.06523875	0.011530541	0.0038854445	0.061877135	0.010934636
a10	0.00068267627	0.0006535716	0.18564688	0.0024794494	0.08286864	0.15168813	0.48989934	0.08608132
a14	0.00043741064	0.000803267	0.082984746	0.00054906396	0.02833794	0.20863318	0.48345223	0.19480218
a31	0.0083938455	0.015730958	0.15928271	0.000465828	0.021433005	0.4194676	0.15318638	0.22203964
a0	0.018302698	0.02992403	0.47828707	0.0105346395	0.054559596	0.17704	0.18532906	0.0460229
a20	0.02770665	0.17175655	0.3726455	0.020024754	0.041346062	0.077262744	0.2110173	0.07824047
a31	0.049306903	0.15837939	0.24045822	0.040063147	0.050637417	0.10103891	0.23420489	0.12591104
a10	0.019991621	0.037592907	0.22565083	0.10798756	0.13300747	0.22596352	0.17433287	0.07547321
a0	0.051827393	0.08732176	0.07087451	0.12458144	0.12524928	0.1108786	0.31669322	0.11257379
a18	0.1225558	0.17933886	0.07614033	0.13947278	0.12475032	0.14073542	0.09317047	0.12383594
a17	0.04394416	0.06086444	0.049252126	0.26950762	0.2248344	0.17865866	0.08639715	0.08654146
a8	0.06904559	0.06152789	0.05381051	0.20553176	0.28195068	0.17570844	0.07595681	0.07646834
</S>	0.10592057	0.09240672	0.08249606	0.1528104	0.22880742	0.116066806	0.10450621	0.11698583
