 	l	ho	sentito	che	veniva	</S>
a41	0.11097278	0.005917981	0.33022127	0.00745381	0.5437485	0.0016856273
a31	0.009163429	0.0011201033	0.06090517	0.0007487701	0.8466979	0.081364624
a24	0.06354751	0.43249863	0.44114667	0.008040519	0.048472136	0.0062944917
a15	0.006594796	0.00043869496	0.8298066	0.0011153906	0.1610285	0.0010160531
a28	0.0012603328	0.001486454	0.006066112	0.0006528249	0.027295029	0.96323925
a0	0.0094043175	0.0019436264	0.0004809262	0.00046216007	0.0022248176	0.9854842
a31	0.230213	0.18897548	0.026997494	0.03545797	0.14089262	0.3774634
a11	0.2303282	0.06046212	0.12542424	0.25347608	0.15564288	0.17466654
a31	0.12010846	0.16897833	0.31649193	0.15310185	0.10845991	0.13285948
a39	0.17848124	0.14496866	0.15882505	0.19749704	0.15596893	0.1642591
a20	0.103655994	0.1417964	0.36306348	0.14816493	0.10457066	0.1387486
</S>	0.14341636	0.15472913	0.16405301	0.25786033	0.14161904	0.13832209
