 	il	dito	si	gonfiò	</S>
a39	0.78559136	0.10202287	0.0150052095	0.021451622	0.07592897
a13	0.99064344	1.7258673e-05	0.0015659911	0.0043140925	0.0034592466
a31	0.9582808	0.00092012796	0.011173582	0.01434295	0.015282631
a20	0.99673057	0.00027058308	0.000867081	0.000692581	0.0014392326
a31	0.38307428	0.0011644918	0.003874113	0.030248966	0.58163816
a11	0.94453853	0.0014325976	0.0053618737	0.030669693	0.017997243
a31	0.3123285	0.109503016	0.14140235	0.36042917	0.076337025
a39	0.5826575	0.064910665	0.07153463	0.1157012	0.16519591
a31	0.17843506	0.17081591	0.19345276	0.3638499	0.09344635
a41	0.26295933	0.17530003	0.1797298	0.19779408	0.18421672
a46	0.23908694	0.21984294	0.18054561	0.22016354	0.14036095
a31	0.20438273	0.20325768	0.19833651	0.206874	0.18714906
</S>	0.22788021	0.19143559	0.19103436	0.19244124	0.19720863
