 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
a20	0.0010716512	0.0002572002	2.790741e-05	0.00036296857	0.0073168725	0.3730762	0.60859674	0.009290519
a46	0.0022528241	0.0007397706	4.190096e-06	0.00010405564	0.0003797148	0.06374482	0.6681904	0.2645842
a39	0.00047930263	0.006821509	2.04372e-06	0.0013252592	1.993671e-05	0.49558982	0.3596056	0.1361565
a31	0.01628476	0.048505854	2.366168e-05	0.0042045475	0.0004073347	0.3590083	0.3131358	0.25842977
a20	0.0005055818	0.033234052	8.230852e-05	0.013810878	0.00013631863	0.60782194	0.31011242	0.03429657
a31	0.005304768	0.92024726	0.00033102985	0.011516229	0.004449452	0.0097532775	0.012543836	0.03585405
a15	0.006480162	0.48055133	0.00027429455	0.046619672	0.016644377	0.28218597	0.14653052	0.020713668
a11	0.113120854	0.064528555	0.008691895	0.016126556	0.013271265	0.1298863	0.11729282	0.5370817
a31	0.032455135	0.03002892	0.0076823058	0.014543184	0.028613875	0.113785625	0.15281478	0.6200762
a46	0.07905095	0.029200552	0.0117509505	0.024407424	0.010459129	0.45257616	0.36399174	0.028563105
a31	0.12268047	0.316441	0.04813803	0.08436363	0.062220193	0.16868937	0.08354823	0.11391909
a46	0.15634412	0.0432588	0.0073687634	0.014640846	0.011524964	0.2855762	0.40682343	0.074462906
a31	0.15052691	0.32585797	0.056738496	0.08845494	0.059425376	0.1442108	0.100449026	0.0743365
a15	0.20224471	0.115634084	0.019428615	0.023433236	0.017983515	0.20619589	0.3467612	0.06831871
a31	0.1856114	0.2645144	0.063871376	0.080538735	0.06349084	0.13122214	0.14122699	0.06952414
a20	0.30093446	0.21466121	0.052815717	0.056555774	0.04745454	0.10992739	0.15384835	0.06380252
a18	0.18823352	0.19256325	0.09807219	0.10248866	0.09259503	0.1108729	0.124001354	0.09117304
a46	0.12934418	0.13041708	0.122293025	0.123447455	0.12325711	0.12383137	0.124882594	0.1225272
a31	0.13389222	0.13188985	0.12219706	0.12288258	0.12251866	0.122655205	0.12234913	0.121615306
a15	0.17626408	0.12433442	0.11328618	0.11445203	0.11725382	0.12065003	0.11788754	0.11587186
a31	0.13394815	0.13239643	0.12262174	0.122876935	0.12188513	0.122676484	0.12206683	0.12152833
a37	0.1479116	0.12613478	0.11943773	0.11993425	0.1208975	0.12316495	0.12186315	0.12065608
a35	0.13506919	0.13323714	0.12241602	0.12257583	0.12137305	0.122448705	0.12183252	0.12104754
a31	0.1278208	0.12716423	0.124179155	0.124336995	0.124131076	0.12430522	0.12411285	0.12394962
a46	0.14914985	0.12653162	0.11972281	0.120119885	0.12068597	0.122782595	0.12089516	0.1201121
a31	0.13102078	0.12942669	0.1234593	0.12361152	0.123076536	0.12352973	0.12307419	0.12280125
a11	0.14556545	0.12507427	0.12044	0.120794065	0.12160384	0.12348231	0.121815786	0.121224284
a31	0.1320442	0.13040331	0.123218715	0.12335793	0.12265244	0.12324926	0.12272335	0.1223508
a46	0.14584772	0.12760432	0.120074995	0.12050334	0.12100729	0.12294219	0.12133895	0.120681144
a20	0.13208526	0.12972583	0.12316585	0.12341559	0.12295039	0.123349935	0.12278096	0.12252618
</S>	0.1301748	0.12707032	0.12352307	0.12379195	0.123972945	0.124036804	0.12384603	0.1235841
