 	non	mi	aspetti	che	non	vengo	</S>
a8	0.14718342	0.017893353	0.0042322394	0.005747031	0.02760646	0.72452295	0.07281453
a31	0.00629388	0.010633839	0.9784994	0.00013279103	0.00027231366	0.0023668127	0.0018008534
a24	0.6130383	0.0064561223	0.008323965	0.015433726	0.004424378	0.23510282	0.117220655
a31	0.28033096	0.02988124	0.14878982	0.09094489	0.026091691	0.20374642	0.22021502
a36	0.0070731696	0.03275214	0.93040526	0.011582525	0.0006592331	0.00095503684	0.016572557
a31	0.008742249	0.02627029	0.2304204	0.016883394	0.22523089	0.21194977	0.28050303
a39	0.33524865	0.13568373	0.43268663	0.0049842927	0.029492976	0.024429886	0.037473857
a8	0.08359954	0.21514256	0.21524847	0.13678163	0.08961124	0.11905392	0.14056264
a31	0.043642327	0.04323824	0.12904148	0.19827132	0.2877648	0.10488017	0.19316168
a29	0.020580996	0.061743077	0.05128082	0.083425485	0.16303104	0.5518152	0.068123415
a31	0.018152181	0.11994503	0.039933827	0.14006715	0.09858733	0.441676	0.14163849
a17	0.03885637	0.1507486	0.12697016	0.09005731	0.09053524	0.44648257	0.056349654
</S>	0.017914504	0.07966274	0.06208544	0.20419678	0.09908554	0.34328014	0.19377486
