 	non	aveva	dove	aveva	per	stare	</S>
a7	0.0007435735	0.00024558927	0.0010753672	0.0004728262	0.015259531	0.9686248	0.013578401
a31	0.0016314177	1.51013755e-05	0.5172511	2.0431497e-05	0.00031620247	0.45152327	0.029242555
a29	0.25879094	0.0013498743	0.010890935	3.5055086e-06	0.007346881	0.6748471	0.046770774
a19	0.04418539	6.9217705e-05	0.0056849555	0.00014691883	0.0008531126	0.91095406	0.038106322
a46	0.018855643	2.615803e-05	0.6685736	0.00039496075	0.0001762665	0.044659637	0.26731375
a31	0.08256305	0.0015475922	0.2249894	0.010798954	0.0026987426	0.16962695	0.5077753
a38	0.21153212	0.011313513	0.21055838	0.06619224	0.022223445	0.08268689	0.3954934
a31	0.121950746	0.080199815	0.12725987	0.24320896	0.13523456	0.20215102	0.08999496
a20	0.17824288	0.100686386	0.14404212	0.10824884	0.083511755	0.13744517	0.24782282
a31	0.08251995	0.05771313	0.08501025	0.33816305	0.129139	0.20752399	0.099930696
a0	0.16958682	0.12008087	0.1469293	0.12262221	0.11291425	0.1610812	0.16678543
a31	0.10586766	0.094145566	0.10228276	0.21279861	0.104420945	0.24881572	0.13166876
a46	0.1744177	0.12539996	0.14700027	0.13101684	0.12625556	0.14686938	0.14904031
a18	0.12582012	0.123344176	0.1324689	0.17309657	0.1323863	0.17092597	0.14195798
</S>	0.1372062	0.13894223	0.14423145	0.15706094	0.14236687	0.13880263	0.1413897
