 	il	ladro	poteva	entrare	da	qui	</S>
a39	0.7518731	0.009239257	0.006753889	0.014958885	0.03127658	0.08100467	0.10489364
a46	0.09046781	0.004289149	0.8584317	0.04257589	0.00015985679	9.188921e-05	0.003983848
a31	0.39718023	0.0041414844	0.17025703	0.2612563	0.0006189214	0.0018129094	0.16473304
a35	0.027295358	0.07128002	0.02123875	0.51603645	0.0019927237	0.010694736	0.35146198
a31	0.43190518	0.0041557993	0.47787797	0.0070259487	0.0047146	0.02819474	0.046125725
a20	0.3558551	0.031465694	0.24050517	0.3510148	0.0006191659	0.0015296615	0.019010384
a31	0.048891805	0.004985451	0.1213007	0.010931888	0.1436358	0.29757684	0.37267748
a39	0.45240864	0.006863333	0.39393306	0.05853282	0.022380725	0.03823499	0.027646417
a3	0.06845699	0.001376014	0.010670745	0.03238957	0.07557724	0.07941098	0.7321185
a31	0.01857989	0.0013155873	0.002489539	0.02431562	0.124099396	0.26037306	0.5688269
a7	0.39388788	0.01875326	0.1941329	0.11894752	0.11076644	0.12149453	0.04201751
a10	0.2948911	0.045823075	0.024668496	0.14294095	0.09173976	0.24814469	0.151792
a31	0.2553312	0.02763184	0.019972097	0.067612946	0.27398735	0.16089997	0.19456461
a11	0.7134155	0.07099727	0.06975804	0.029683579	0.037074372	0.04862666	0.03044453
a18	0.19336246	0.27619606	0.16598487	0.11036833	0.0794553	0.083163686	0.091469236
a28	0.35663658	0.17644322	0.074138686	0.07949066	0.049198505	0.12177653	0.1423158
a31	0.1376221	0.29066274	0.15217116	0.09754924	0.08413954	0.10732995	0.13052534
a11	0.45104244	0.10076967	0.09195856	0.085304625	0.08976104	0.09406338	0.08710033
a13	0.1231434	0.2746214	0.14084515	0.11854041	0.11031052	0.11507073	0.11746839
a31	0.14665976	0.18691391	0.1377297	0.13082436	0.12820251	0.13309737	0.13657242
a20	0.19877346	0.13729665	0.13564147	0.13136695	0.13209434	0.13376108	0.13106611
a31	0.14260072	0.15252323	0.14037758	0.14256753	0.13778642	0.14240067	0.14174381
a8	0.19851612	0.13358103	0.1357439	0.13293138	0.13293341	0.1337345	0.13255969
</S>	0.142387	0.13866849	0.13712932	0.15282424	0.13727482	0.14906214	0.14265394
