 	non	aveva	da	stare	</S>
a37	0.11365206	0.09449064	0.021253673	0.7676048	0.0029987937
a38	0.0006255198	2.5952576e-07	3.818483e-07	0.99915326	0.00022056935
a24	5.139993e-05	1.3397262e-07	1.0849558e-07	0.99971753	0.00023080446
a8	0.0022423507	6.812063e-05	2.2789456e-05	0.9570539	0.04061281
a17	0.010206763	0.00845796	0.000112423644	0.52368385	0.45753902
a31	0.054586343	0.26084366	0.0069013773	0.20063746	0.47703114
a20	0.15437943	0.19318144	0.31417567	0.20415781	0.13410568
a8	0.048548568	0.031750146	0.01923288	0.04574708	0.85472137
a31	0.087677136	0.28481558	0.42648697	0.015318553	0.18570174
a20	0.28530785	0.22347647	0.15031171	0.19017023	0.15073374
a31	0.03005742	0.11290021	0.7415741	0.0420977	0.07337049
a8	0.23997425	0.20424156	0.17234132	0.20001096	0.18343188
a31	0.034382273	0.09755705	0.6957877	0.07121842	0.10105454
</S>	0.3803973	0.16036469	0.1396324	0.16671441	0.15289123
