 	era	molto	stanco	</S>
a46	0.3510693	0.2955429	0.3268558	0.026531952
a8	0.012176914	8.456662e-06	0.9872881	0.00052657037
a37	0.0009730117	4.98551e-06	0.99847907	0.0005429164
a31	0.25898772	0.020009907	0.5711462	0.14985621
a0	0.32569006	0.0026565702	0.6537066	0.01794681
a20	0.043626998	0.008950368	0.83616817	0.11125446
a31	0.20706734	0.18304326	0.53665257	0.0732369
a39	0.0446314	0.13890454	0.4802283	0.33623576
a41	0.48820245	0.29071718	0.060840663	0.1602397
a31	0.2532709	0.5460503	0.04368879	0.15699005
a28	0.11179554	0.2704473	0.3166291	0.301128
a11	0.15155873	0.3233928	0.06279811	0.46225032
a20	0.16489524	0.50183296	0.055686787	0.277585
a31	0.13368167	0.3357393	0.09057681	0.44000226
a11	0.19790965	0.30582243	0.25706112	0.23920685
</S>	0.15447432	0.30414855	0.12503009	0.41634706
