 	io	voglio	che	Maria	venga	qui	</S>
a31	0.52716374	0.030564923	0.0036685865	0.0038328208	0.017792251	0.061566092	0.3554116
a39	0.04154889	0.4588198	0.059280917	0.0015735363	0.008076607	0.00016856684	0.43053168
a31	0.32060522	0.048893683	0.214624	0.06428305	0.115979195	0.0052443356	0.2303705
a37	0.410758	0.33804467	0.03302682	0.0069390973	0.008292504	0.00032938243	0.20260955
a31	0.087468974	0.21306175	0.018974852	0.004034258	0.03271742	0.3788274	0.26491535
a11	0.84515226	0.027382182	0.06606624	0.0120971175	0.014802756	0.006057717	0.028441755
a20	0.66209644	0.05228065	0.00936279	0.0026857608	0.017748453	0.0961902	0.15963572
a4	0.17602015	0.04549314	0.0029016526	0.0027806654	0.047074918	0.28043994	0.44528958
a24	0.578573	0.13610867	0.09674053	0.0533301	0.039112885	0.060780603	0.03535422
a31	0.4374331	0.09045228	0.03639105	0.008838591	0.019688796	0.32856593	0.07863024
a11	0.49381116	0.11201007	0.09115252	0.057780594	0.05911766	0.13232115	0.053806815
a24	0.2686707	0.19091329	0.15325545	0.089492224	0.064239874	0.12045988	0.11296857
a31	0.25484893	0.13469203	0.123652466	0.10447336	0.10545977	0.14680286	0.13007054
a46	0.23914754	0.13395862	0.12731954	0.11555446	0.11742299	0.14801502	0.11858187
a8	0.16236964	0.14433414	0.13354099	0.12400776	0.12232878	0.169602	0.14381668
</S>	0.15435801	0.1379127	0.13563739	0.1348766	0.13506195	0.15654795	0.14560542
