 	i	bambini	non	si	vestono	da	soli	</S>
a31	0.21027675	0.028282814	0.0010501556	0.0031765925	0.24601151	0.07960195	0.39043218	0.04116805
a0	0.58904725	0.0012052606	0.005691492	0.01971907	0.014513097	4.0281007e-05	0.17752996	0.19225347
a31	0.70979387	4.7234844e-06	0.006391734	0.009392064	0.00043280073	7.625935e-05	0.030031513	0.24387704
a17	0.18065792	0.0021872427	0.010573396	0.010093084	0.03630906	0.0004064108	0.5889664	0.17080647
a20	0.743013	4.9950457e-05	0.023187049	0.052947093	0.013740316	0.00425744	0.046585865	0.1162193
a31	0.1855314	3.0700077e-05	0.03013665	0.0087572485	0.009194969	0.011975495	0.17992766	0.5744459
a37	0.81412494	0.0001805619	0.017469237	0.011698844	0.011620696	0.000337734	0.048943806	0.0956242
a15	0.01364375	0.00028853558	0.000702896	0.0010113944	0.002570753	0.0014712192	0.45298555	0.52732587
a46	0.044102404	0.00036304365	0.0005496102	0.0031217372	0.007641713	0.0041792984	0.5693345	0.3707077
a24	0.017244926	0.003256943	0.003865798	0.004748868	0.015798416	0.0099597	0.6612904	0.2838349
a31	0.073230736	0.003533574	0.0052964855	0.0036167495	0.0031208494	0.009745333	0.3433809	0.5580754
a18	0.27107275	0.031746898	0.06278702	0.047083642	0.054496333	0.041072723	0.2968867	0.19485387
a11	0.07064843	0.008824239	0.008987578	0.0076316893	0.030516366	0.029502876	0.5451247	0.2987641
a35	0.16760524	0.029019954	0.028311288	0.044209145	0.09985151	0.09880631	0.21470018	0.3174964
a31	0.12825821	0.04275447	0.039706174	0.04510271	0.13921528	0.14612193	0.26457244	0.19426884
a13	0.32492843	0.07643688	0.074206784	0.06894665	0.089354046	0.08600703	0.18064995	0.09947025
a11	0.07825708	0.060489114	0.060433757	0.06534098	0.24467155	0.17815672	0.18043391	0.13221692
a31	0.110281594	0.087675974	0.08703069	0.08811991	0.21789388	0.15242521	0.1430693	0.113503344
a46	0.17395891	0.115038835	0.11667272	0.11179568	0.11925492	0.1149579	0.13294487	0.11537613
a31	0.10368873	0.09815703	0.09793543	0.098630525	0.20548762	0.14869022	0.13295472	0.11445576
a24	0.15329035	0.12004618	0.120850034	0.11844388	0.118496984	0.11814312	0.13068649	0.12004299
a35	0.11548763	0.11122214	0.1111318	0.11071839	0.16582073	0.13477479	0.12976724	0.12107732
a31	0.12223781	0.11926641	0.11897877	0.11836108	0.14171398	0.12877831	0.12871274	0.1219509
a46	0.163275	0.122079454	0.119776	0.11875146	0.119269	0.11865455	0.119431995	0.11876255
a31	0.1220039	0.12072357	0.12059906	0.12037178	0.13900845	0.12858583	0.12608528	0.122622125
</S>	0.15108797	0.1224673	0.12243274	0.12111233	0.12044312	0.12008483	0.12179734	0.12057437
