 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.76799315	0.011631493	0.0047011888	0.0017299096	0.0677496	0.046197247	0.099997446
a31	0.6177899	0.021133395	0.3323267	4.7992857e-05	0.007220454	4.1098454e-05	0.021440404
a11	0.92895937	0.029729165	0.00986917	0.00048799012	0.027349055	2.8446625e-06	0.0036022875
a21	0.80063826	0.03480845	0.082387075	2.8119199e-05	0.00394903	0.00020084802	0.077988274
a31	0.6010897	0.017694367	0.3007587	0.00012190891	0.0033173882	0.00076711836	0.0762508
a20	0.2625918	0.14339824	0.585335	0.00012005094	0.00040023812	1.3752263e-05	0.008140914
a31	0.27902827	0.023955554	0.05400027	0.004186324	0.091643274	0.11278154	0.43440476
a10	0.6262214	0.029782586	0.1366773	0.0057436978	0.059839975	0.0027519746	0.13898306
a31	0.579814	0.026363902	0.009535652	0.005341206	0.0038085773	0.0630486	0.31208804
a21	0.33801508	0.007116877	0.011284083	0.0022119377	0.06318799	0.06599826	0.5121858
a11	0.27251965	0.061158746	0.03908572	0.023018366	0.00922229	0.092469186	0.502526
a3	0.2355113	0.032393385	0.023907216	0.009136764	0.006713784	0.38616613	0.30617145
a33	0.07105261	0.049324773	0.051136877	0.053924225	0.04718252	0.3257796	0.40159947
</S>	0.09611686	0.03186595	0.021369644	0.013371761	0.013232345	0.3599788	0.46406466
