 	l	ho	sentito	che	viene	</S>
a34	0.0020658376	0.0006597564	0.9919199	0.0033230032	0.0010024189	0.0010291975
a46	0.0009383913	0.0020084183	0.99680555	2.7587206e-05	2.194521e-06	0.00021791301
a41	0.0030656967	0.00042855123	0.9923286	0.0003958291	2.5170903e-05	0.0037562328
a19	0.08315717	0.016563466	0.15935102	0.04168321	0.015662275	0.6835829
a31	0.34552786	0.08350005	0.032558315	0.21364333	0.23515497	0.08961546
a20	0.4048592	0.024996312	0.12218735	0.15563704	0.21822983	0.07409024
a31	0.21469219	0.21364278	0.038756516	0.0925672	0.28940454	0.15093674
a24	0.16582838	0.0132383695	0.008724663	0.39110574	0.3727646	0.04833822
a31	0.122191764	0.13212861	0.06760927	0.22735177	0.26738915	0.18332943
a23	0.08185805	0.034520283	0.021089513	0.21156767	0.5818841	0.069080375
a20	0.055348128	0.04563933	0.07191972	0.2133841	0.34784287	0.2658659
</S>	0.08453949	0.084591106	0.08921369	0.13337348	0.29891983	0.30936238
