 	aveva	lavorato	tutta	la	settimana	</S>
a31	0.102735475	0.066428624	0.7215337	0.015471912	0.02758177	0.06624851
a20	0.0019412506	0.7965502	0.19222297	2.7979891e-05	0.0007354421	0.008522081
a31	0.0014951077	0.23714	0.68929523	3.0424862e-05	0.066839345	0.005199824
a28	0.00025559816	0.7257027	0.27125502	8.474159e-05	0.0012652797	0.0014366199
a31	0.0018331049	0.3242893	0.17371535	0.00016737128	0.4807579	0.019236928
a13	0.00020482713	0.06766877	0.90029407	1.389326e-05	0.03145222	0.00036625916
a18	0.03090957	0.75758797	0.07092187	0.058662772	0.025974857	0.055942893
a31	0.018553616	0.8867544	0.020364534	0.009448683	0.013907259	0.0509716
a27	0.16404139	0.42432964	0.14026923	0.060733244	0.1567152	0.05391125
a31	0.06433126	0.32641461	0.15325731	0.089713946	0.20632546	0.15995744
a20	0.5015398	0.109605245	0.13136008	0.051980853	0.15630905	0.04920491
a31	0.14526138	0.19206715	0.1450222	0.1406526	0.20901008	0.1679866
a39	0.24077423	0.15748131	0.1575477	0.14038397	0.16057694	0.14323583
a31	0.16103919	0.18376349	0.1586617	0.15725741	0.17562348	0.16365476
a33	0.24533907	0.15135413	0.15970975	0.14045842	0.1596047	0.14353392
</S>	0.16464251	0.15474583	0.15179852	0.15051009	0.20615065	0.17215237
