 	se	la	pasta	aveva	voluto	sale	lo	avevo	messo	</S>
a31	0.13997933	0.048034634	0.043638207	0.0058300644	0.03079234	0.008650065	0.075567506	0.13015991	0.3804191	0.13692881
a20	0.0046621542	0.00016589127	0.33430842	1.0838421e-05	0.42218587	0.00044995808	0.025128739	0.005504228	0.046956737	0.16062716
a31	0.7002115	4.6346253e-05	0.029542103	1.8282593e-05	0.114939906	0.0034712618	0.003756065	0.0028837319	0.030888526	0.114242226
a21	0.067494035	0.008077235	0.0021999504	0.0004761455	0.01233124	0.0886638	0.5965956	0.122575775	0.08465674	0.016929505
a31	0.24196084	0.00027080346	0.35350907	0.00011111848	0.19782358	0.01371507	0.008297503	0.0065643624	0.04713101	0.13061662
a13	0.42632267	0.001334884	0.03876176	0.000115754396	0.32153592	0.006939124	0.05762897	0.0072614974	0.057018608	0.08308086
a31	0.26135638	0.00047333038	0.09868148	7.4864176e-05	0.0116194775	0.037321057	0.03769268	0.047527723	0.07550811	0.42974487
a6	0.11328736	0.00028038814	0.12330234	6.072389e-05	0.6487809	0.014494144	0.042971082	0.005611112	0.015132311	0.036079716
a46	0.031184487	0.0005719956	0.11678809	0.00036353816	0.09645687	0.013328011	0.042938214	0.023341583	0.12750182	0.5475254
a31	0.004281652	0.00028803485	0.11278958	0.0006464735	0.056536116	0.0021504054	0.023206977	0.012857403	0.386043	0.40120038
a46	0.03431568	0.00015815508	0.74914646	4.7315163e-05	0.09854311	0.00032913094	0.006757854	0.0030979572	0.082511924	0.025092436
a11	0.00445917	0.001500823	0.07651759	0.005884006	0.7667044	0.009755806	0.03025416	0.02021668	0.048374142	0.036333255
a37	0.011352399	0.00217201	0.03533715	0.009690019	0.8863876	0.0022624177	0.0048483345	0.0045260545	0.017925425	0.025498604
a18	0.018062135	0.008456095	0.057497334	0.021994187	0.6724931	0.017231919	0.04460346	0.036870234	0.074807376	0.047984134
a46	0.01150596	0.0054625086	0.039292123	0.023599736	0.8422317	0.0054728957	0.015589818	0.007896498	0.038211796	0.010737014
a31	0.029143069	0.012430167	0.04518694	0.03549335	0.6616985	0.024318753	0.042229705	0.036176346	0.068987064	0.044336025
a20	0.22735147	0.027874166	0.11651557	0.025146645	0.23210281	0.03236125	0.05892548	0.06388717	0.10628772	0.10954772
a35	0.027693113	0.014811666	0.03683234	0.02641291	0.26035687	0.046077896	0.1469938	0.09555077	0.26081413	0.08445653
a6	0.05552897	0.032081053	0.05890758	0.05127144	0.23473607	0.06732334	0.12410913	0.11643974	0.15468332	0.10491941
a13	0.070680924	0.04069204	0.05168227	0.053634364	0.10127162	0.09070297	0.14609617	0.15147041	0.15859194	0.1351772
a28	0.08152709	0.07037089	0.07816016	0.076365896	0.094017334	0.08957484	0.12362754	0.14981633	0.10759298	0.12894693
a31	0.0839495	0.07451841	0.07786973	0.07748275	0.088065624	0.092184134	0.12245302	0.14732051	0.107316956	0.1288393
a10	0.21756238	0.07987111	0.10635085	0.07809222	0.103540845	0.07860103	0.08209508	0.0831357	0.08458901	0.08616185
a24	0.06478976	0.05337049	0.061850067	0.058202032	0.11244398	0.08334925	0.13084197	0.16445728	0.11618828	0.15450688
a31	0.07452364	0.058146663	0.07735927	0.07323698	0.11989845	0.0832706	0.12429287	0.15247165	0.105279766	0.13152003
</S>	0.14344938	0.091287434	0.1016423	0.09030413	0.09976252	0.09101343	0.09330834	0.09506669	0.096337676	0.09782808
