 	sta	seduta	nel	giardino	</S>
a20	0.07019985	0.6702213	0.15207352	0.012874613	0.09463067
a17	0.9329606	0.04981866	0.0028133688	9.3180006e-07	0.014406426
a20	0.9540698	0.032900218	0.0017641314	3.645243e-06	0.011262249
a31	0.73087454	0.122074686	0.007627782	0.00012916526	0.1392938
a17	0.33671308	0.65943545	0.0035659198	2.637051e-07	0.00028529574
a31	0.46651107	0.13167268	0.18564229	0.0042477814	0.21192624
a46	0.25345898	0.6562602	0.08953638	4.397648e-05	0.0007004923
a31	0.008537256	0.41494688	0.5662383	0.0031351987	0.0071423207
a20	0.019048419	0.343526	0.63357276	0.00045128795	0.0034015286
a31	0.0037482828	0.9420622	0.05171681	0.001022769	0.0014499483
a20	0.011985912	0.29900068	0.6749983	0.0041553085	0.009859794
a18	0.010982079	0.9178243	0.060604546	0.0052497378	0.0053392584
a46	0.029726716	0.6980378	0.16729948	0.057694435	0.047241576
a20	0.07462278	0.22132003	0.42936796	0.15696934	0.11771988
a31	0.09948048	0.11858887	0.46403965	0.18711993	0.1307711
a18	0.254132	0.05529236	0.4448906	0.15444784	0.09123719
a31	0.20213735	0.17426759	0.26562092	0.18781391	0.17016023
a0	0.3231545	0.14199182	0.22450447	0.16450274	0.14584646
a31	0.20088114	0.20615819	0.21679991	0.1899113	0.18624946
a8	0.29474452	0.16251962	0.20502833	0.17387822	0.16382928
a31	0.22192635	0.19195248	0.20208627	0.19310296	0.19093189
a18	0.5170996	0.103991166	0.14529155	0.12085249	0.11276514
a31	0.21701792	0.19363184	0.20282073	0.19431	0.19221954
a17	0.47821537	0.11832981	0.14844827	0.13046229	0.12454428
</S>	0.22524099	0.18981597	0.20254347	0.1925916	0.18980801
