 	non	avete	mangiato	mai	un	rustico	</S>
a23	0.62650347	0.06344373	0.013540038	0.0072786855	0.039419413	0.03663901	0.21317576
a31	0.027354637	0.21746418	0.00019815443	6.778481e-06	0.077052884	0.0422795	0.6356439
a29	0.08697171	0.25706175	0.0002910857	8.539597e-06	0.4408157	0.00853114	0.20632006
a24	0.31958172	0.09055227	0.0065565626	9.7481556e-05	0.031016048	0.008684668	0.5435113
a18	0.01109315	0.17111167	0.00042538563	6.579908e-06	0.02236641	0.008188587	0.78680825
a31	0.031642914	0.22576019	0.00067788665	0.0002907424	0.008791655	0.027678674	0.70515794
a13	0.13652568	0.1888431	0.00024309648	0.00020034787	0.024075335	0.025926521	0.624186
a11	0.023931548	0.087759145	0.011197103	0.016427392	0.0016679362	0.034386512	0.8246304
a8	0.050980236	0.29256243	0.03667797	0.051294595	0.0029306312	0.03640038	0.5291537
a31	0.03224272	0.08140012	0.041314173	0.08580103	0.0018937775	0.042197376	0.7151508
a24	0.4822538	0.03246509	0.012965055	0.027589051	0.025732554	0.04254493	0.37644958
a31	0.13603072	0.19361025	0.19154522	0.19237158	0.009867875	0.035765827	0.24080849
a39	0.24742079	0.133113	0.092775896	0.11332763	0.104922935	0.117244154	0.19119562
a20	0.15596706	0.14604652	0.14307728	0.16249621	0.045226537	0.05876485	0.2884216
a31	0.14182884	0.14603235	0.1467575	0.15403245	0.112930536	0.11767065	0.1807477
a20	0.25747514	0.12331686	0.11930302	0.120802134	0.1259524	0.12207025	0.13108021
a31	0.14714338	0.14220746	0.14241102	0.14259449	0.13047996	0.13189143	0.16327225
a46	0.24093902	0.12686089	0.124923155	0.124946505	0.12652548	0.12648542	0.12931956
a31	0.14483535	0.14259043	0.14286701	0.14261708	0.13795266	0.13860093	0.15053658
a23	0.23407368	0.12872328	0.12672447	0.12656745	0.12752607	0.12749495	0.1288901
a31	0.14415088	0.14292082	0.14349608	0.1427138	0.14005628	0.14046639	0.14619572
a46	0.21812451	0.13158399	0.12963246	0.12945333	0.13019817	0.13004802	0.13095954
a8	0.1434578	0.1430204	0.14345917	0.1429653	0.14136064	0.14156948	0.14416714
a31	0.14362504	0.14301461	0.14342518	0.14285785	0.14079604	0.14108017	0.14520112
a38	0.25048128	0.12548566	0.1245229	0.12442959	0.124881096	0.124797285	0.12540215
a20	0.1435113	0.1428771	0.14317554	0.14275724	0.14161333	0.14182256	0.1442429
a31	0.14309196	0.14306167	0.14331348	0.14303821	0.1421852	0.1422492	0.14306031
a20	0.2500774	0.12539475	0.124710195	0.1246322	0.124954484	0.12487443	0.12535648
a31	0.14320369	0.14295235	0.14319906	0.14290246	0.14204971	0.14215568	0.14353703
</S>	0.19712096	0.134531	0.13351616	0.13341407	0.13376647	0.13363081	0.13402058
