 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a31	0.06531597	0.44693634	0.34049603	0.10921918	0.0010415735	0.01834579	0.0028877272	0.0024790943	0.008590434	0.0046878876
a24	0.004787724	0.6746727	0.2648117	0.054462697	8.0308034e-08	0.0004991476	1.9327537e-07	1.6761328e-06	9.884517e-05	0.0006652319
a16	0.01961814	0.63215595	0.31193858	0.0058141234	1.1231881e-05	0.019883998	0.00018250705	0.0005679642	0.001955023	0.007872546
a28	0.04398421	0.6936271	0.17718142	0.027060015	5.794153e-06	0.012319417	0.00029225484	0.002712771	0.011736877	0.031080117
a31	0.13285905	0.47683492	0.09106154	0.05438186	1.8813009e-05	0.035093963	0.00079863844	0.008797477	0.110519975	0.089633815
a37	0.0066764476	0.8210637	0.16979907	0.002238282	6.138196e-09	4.126197e-05	1.3387187e-06	2.7928127e-06	2.802836e-05	0.00014907507
a24	0.01125164	0.58959943	0.24390975	0.1274011	1.1259485e-05	0.002020319	4.9518545e-05	0.0005652898	0.011239446	0.0139522385
a46	0.027658604	0.065748684	0.49541923	0.3212776	0.00015135456	0.014072322	0.0009811391	0.0021472806	0.017844576	0.05469921
a31	0.0036367597	0.1851967	0.2572781	0.3685694	7.4268675e-05	0.0013462545	0.0002076839	0.0018032029	0.03271171	0.1491759
a10	0.029066885	0.23634106	0.65307534	0.01744255	7.7631565e-05	0.013495666	0.0033303471	0.0050441935	0.011300187	0.030826025
a11	0.011415294	0.073535904	0.17971054	0.6239224	0.0013120184	0.0017201741	0.0019371597	0.005284662	0.055075742	0.046086192
a31	0.1706296	0.12376297	0.24203391	0.1414777	0.0064456444	0.013024533	0.028667817	0.05079358	0.10396673	0.11919753
a0	0.020945594	0.10686364	0.5302026	0.29483214	0.0037495266	0.014534764	0.007308092	0.009375046	0.00939574	0.0027928338
a31	0.031838667	0.037545398	0.1885304	0.63097316	0.0058138776	0.0052108206	0.004411641	0.00830414	0.057485476	0.02988645
a39	0.031499416	0.081198364	0.6078071	0.19628103	0.0024830685	0.02307828	0.012513745	0.019319696	0.02029036	0.0055289078
a29	0.009538877	0.02931743	0.28419346	0.62103873	0.00813017	0.007438001	0.007024383	0.008145148	0.016987897	0.008185906
a41	0.11853531	0.06697137	0.27708238	0.2384489	0.02183368	0.024465298	0.038503706	0.05619894	0.05549665	0.1024637
a35	0.1145798	0.049721733	0.20308699	0.49167985	0.032227553	0.023599235	0.019587006	0.012925421	0.033862554	0.018729806
a20	0.20147468	0.070669524	0.08904239	0.413811	0.04524825	0.032876164	0.035106406	0.018166196	0.058750127	0.03485527
a31	0.21961316	0.1131149	0.1340557	0.223258	0.05869376	0.04473574	0.03699694	0.03115276	0.07515298	0.06322604
a37	0.21636018	0.07551161	0.41443554	0.2307425	0.008169608	0.010198433	0.011764617	0.010135217	0.013802455	0.008879806
a2	0.029001296	0.06865409	0.21324718	0.43396923	0.06619169	0.047732864	0.05902952	0.025936319	0.030810071	0.02542768
a20	0.07406754	0.08759559	0.16473272	0.3549906	0.07280305	0.048760146	0.06069386	0.02742541	0.050686285	0.058244716
a0	0.1374941	0.13517667	0.16739438	0.2685885	0.06045729	0.04227141	0.04060103	0.028919611	0.06582823	0.05326877
a31	0.1281637	0.17459959	0.1701855	0.205142	0.06329213	0.045746747	0.035950415	0.035413247	0.08023033	0.06127631
a16	0.23405679	0.12447341	0.25508544	0.20227897	0.029701073	0.03050038	0.030624662	0.030222356	0.033127304	0.029929565
a31	0.057321895	0.2118621	0.21711057	0.26020792	0.043610197	0.03951623	0.038720813	0.037347406	0.051648308	0.042654604
a20	0.26842976	0.071483955	0.12807037	0.21355093	0.052107997	0.052975945	0.053220734	0.05287127	0.054946393	0.052342683
</S>	0.047239617	0.15110739	0.233526	0.30049857	0.044485733	0.04393535	0.045805424	0.04332157	0.0462717	0.04380866
