 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
a31	0.012219225	0.0030161692	0.000114448056	0.0012379986	0.00067353505	0.0023499404	0.0027024287	0.9463264	0.03135998
a46	0.0009600377	0.0064145415	0.002500976	0.0029867792	6.029071e-06	2.7951775e-05	4.661405e-05	0.8186375	0.16841951
a31	7.354814e-05	0.00032818769	0.00077429065	0.0026101377	3.3561207e-06	7.320232e-05	8.686708e-05	0.99325377	0.002796734
a27	0.0006142003	0.0007530257	0.00011016379	0.00254743	0.00010181939	0.00017799358	0.00012201826	0.99116087	0.0044124415
a41	0.0075230505	0.019669056	0.049033932	0.048256908	0.00026646728	0.0057534683	0.0050736787	0.85910416	0.0053193327
a1	0.007014239	0.005658682	0.00703702	0.012457539	0.00027662766	0.014181929	0.015991708	0.9028533	0.03452892
a21	0.0006816247	0.0016687348	0.0032138845	0.0019071822	0.00039250814	0.007875335	0.012758269	0.8063248	0.16517775
a31	0.0017374981	0.0018722713	0.0057466985	0.00057979126	0.000171109	0.001791584	0.002993425	0.8861946	0.09891303
a13	0.12749113	0.0053546266	0.012938767	0.014655644	0.00064693403	0.0022177543	0.0020029778	0.56859744	0.26609474
a31	0.025412112	0.03185649	0.017485805	0.013842861	0.0044231787	0.006607837	0.006667695	0.7208646	0.17283945
a41	0.27420127	0.015123429	0.057835527	0.030696947	0.003417137	0.005727028	0.0069800727	0.3899342	0.21608436
a35	0.07404713	0.09594865	0.03968155	0.1501407	0.038267132	0.039484046	0.025901876	0.2474264	0.28910255
a31	0.057193406	0.06833401	0.0669667	0.015549411	0.0051345024	0.0060464614	0.007128292	0.50329024	0.270357
a14	0.3748148	0.025592236	0.07592172	0.11110443	0.035473537	0.02914197	0.02787012	0.24392594	0.076155216
a28	0.06276908	0.081085265	0.07056321	0.31260693	0.104757346	0.14746211	0.111420706	0.06167465	0.047660656
a31	0.047148693	0.048724104	0.09444414	0.32217953	0.15992664	0.10491006	0.1121107	0.035312608	0.07524359
a0	0.21732284	0.084715195	0.08786349	0.10188748	0.09864148	0.08983379	0.09140349	0.12679617	0.10153615
a31	0.06396874	0.066826485	0.08428507	0.22620481	0.18168996	0.12625928	0.13520451	0.05765695	0.057904147
a46	0.14787872	0.103790775	0.10536595	0.1049922	0.10219471	0.10230978	0.101968855	0.12145301	0.11004599
a17	0.09802173	0.10066351	0.097426385	0.1400061	0.14003895	0.11679086	0.11856264	0.097243704	0.09124613
</S>	0.10115843	0.10343455	0.097072184	0.13286401	0.14087759	0.11533501	0.1202258	0.095336184	0.09369626
