 	non	mi	aspetti	che	non	vengo	</S>
a31	0.14718342	0.017893353	0.0042322394	0.005747031	0.02760646	0.72452295	0.07281453
a37	0.011927198	0.68819356	0.17536472	0.003520113	0.0007331925	0.021104047	0.099157184
a31	0.004036752	0.05141479	0.34452042	0.046407554	0.008566512	0.14758016	0.39747387
a24	0.036720634	0.16414776	0.07977282	0.055449452	0.032936558	0.19154495	0.4394278
a46	0.01585311	0.03033676	0.8519908	0.012360564	0.010584092	0.017106092	0.06176847
a31	0.05948693	0.065344386	0.41566467	0.111653894	0.11981513	0.16880503	0.059230037
a1	0.025927946	0.21915388	0.7312678	0.004344323	0.0035952493	0.01379215	0.0019186881
a31	0.03494843	0.054781664	0.11847563	0.17478281	0.21073224	0.13321069	0.2730685
a20	0.095004894	0.33106312	0.28609678	0.039047383	0.03524295	0.19074956	0.022795303
a41	0.060925785	0.25240418	0.0901136	0.15320218	0.09392234	0.163913	0.18551895
a31	0.05720326	0.27657586	0.13251665	0.07721052	0.04653059	0.33758408	0.07237904
</S>	0.072016545	0.10490083	0.08567637	0.08253824	0.092831396	0.4890698	0.07296683
