 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a31	0.36918768	0.09494011	0.01913231	0.0016195802	0.016362734	0.0007188351	0.09944212	0.26153272	0.13706388
a29	0.08300439	0.11857993	0.2659196	2.6658875e-06	0.21646616	1.4880561e-05	0.091737576	0.044082083	0.18019272
a31	0.094047345	0.0078910375	0.43490785	2.0110689e-05	0.17449385	1.5176212e-06	0.0025784078	0.018769268	0.2672906
a20	0.26834866	0.31545013	0.15402785	9.463926e-06	0.09440084	2.3248078e-05	0.07322777	0.012563083	0.08194907
a31	0.11839294	0.0062341737	0.33506808	1.8989696e-05	0.4874905	2.2556329e-05	0.003540729	0.0066752415	0.042556837
a28	0.040726162	0.023389878	0.57054186	1.653634e-06	0.32519454	1.1879358e-06	0.00032007962	0.0007167184	0.039107926
a3	0.1559353	0.009785948	0.13046835	0.00023397063	0.24814093	0.00034705215	0.022880217	0.08154649	0.35066175
a35	0.040869486	0.010218911	0.028365191	0.00043175713	0.35570744	0.0013608384	0.016321553	0.14223841	0.40448642
a31	0.050673988	0.047178157	0.09846379	0.005255918	0.29851085	0.01346538	0.003026723	0.10121453	0.38221067
a20	0.7255994	0.006985884	0.07786873	0.00029857378	0.015166798	0.0004864315	0.0019871034	0.014982181	0.15662494
a31	0.08264762	0.10645493	0.12622079	0.031263538	0.28132167	0.07289302	0.015369875	0.083074026	0.20075455
a28	0.69558424	0.014123048	0.057133306	0.004611411	0.042564087	0.0064184745	0.010654883	0.033116966	0.13579367
a13	0.07382541	0.093358606	0.102693684	0.046863765	0.25559616	0.11873681	0.032642506	0.08247043	0.19381265
a41	0.120131515	0.19149968	0.1934734	0.062247254	0.14627752	0.053186364	0.013067259	0.06239013	0.15772688
a28	0.0896629	0.107505634	0.10794801	0.08408892	0.24054056	0.07710239	0.053716507	0.09998194	0.13945313
a31	0.0978472	0.09671186	0.10839812	0.08620454	0.1916413	0.10340403	0.07618676	0.097952515	0.14165366
a20	0.16437495	0.1042289	0.12336713	0.09338278	0.111326076	0.094785534	0.09870472	0.101046585	0.108783305
a31	0.10891821	0.10582116	0.11159965	0.101837896	0.14437771	0.10066969	0.099374145	0.111697815	0.11570381
a24	0.14122121	0.10727429	0.11199637	0.10408254	0.1075919	0.104568064	0.106408015	0.10727981	0.10957782
a46	0.113083616	0.10873506	0.11380263	0.10552701	0.120887905	0.10535848	0.106773585	0.11337495	0.112456836
</S>	0.112946294	0.110819615	0.11148042	0.11008857	0.11250853	0.11003819	0.11009992	0.11082004	0.1111984
