 	ho	scritto	una	lettera	al	mio	fratello	</S>
a10	0.1120218	0.026777709	0.003932423	0.0013064252	0.011382576	0.20510016	0.4213016	0.21817729
a31	0.8628515	0.08296605	0.0029217182	0.0011144307	0.0010374312	0.0056978078	0.007992337	0.035418667
a37	0.9586483	0.018896887	0.0017974493	8.674829e-06	5.0136892e-05	0.0009809464	0.016576504	0.003041058
a31	0.74710846	0.19835626	0.01052748	0.00020359861	2.2358257e-05	0.00025752105	0.00121465	0.042309646
a20	0.033722524	0.70218486	0.25595993	4.803147e-05	5.096756e-05	0.002298832	0.0006949933	0.005039854
a31	0.74206024	0.11140802	0.00785936	0.00022483218	0.0040453584	0.03696571	0.071795404	0.025641074
a20	0.16186032	0.7527522	0.007876874	0.0003402055	0.006537211	0.06452238	0.0029677965	0.0031430263
a13	0.6413965	0.2116764	0.021663427	0.006402891	0.010242295	0.04210766	0.042039048	0.02447168
a20	0.7519709	0.11405826	0.01728363	0.0093630785	0.014102668	0.04036363	0.041203324	0.011654607
a24	0.56933004	0.116200425	0.046984687	0.024332138	0.043332566	0.072539054	0.09490281	0.032378294
a31	0.36744046	0.07681242	0.034371838	0.031647675	0.07494695	0.0851289	0.23614578	0.09350598
a0	0.590533	0.035365984	0.018354455	0.03848354	0.082526274	0.046325814	0.13031684	0.058094062
a35	0.18877225	0.1675763	0.060401782	0.08128832	0.14815773	0.061541084	0.15293775	0.13932472
a0	0.25840208	0.101544954	0.042551793	0.037503943	0.06117649	0.06531596	0.26437405	0.16913065
a31	0.18580177	0.13978665	0.072195746	0.07467441	0.105440445	0.09027645	0.173009	0.15881559
a11	0.23271784	0.088998064	0.07157336	0.09227613	0.13553433	0.08542404	0.14857936	0.14489688
a20	0.19446515	0.21263517	0.091197364	0.095705904	0.1383538	0.09127724	0.08964898	0.08671643
a41	0.25198996	0.24575901	0.087811954	0.0750049	0.09308321	0.08627331	0.08253199	0.07754568
a10	0.2557375	0.21244779	0.09034707	0.08155423	0.09919467	0.09366375	0.088184185	0.078870825
</S>	0.28714266	0.26320058	0.07863261	0.06891766	0.1016218	0.080152005	0.06476981	0.05556289
