 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.47308132	0.05418018	0.011690833	0.006581018	0.07862432	0.060402136	0.31544018
a24	0.008526689	0.051839665	0.00029169823	0.00011768052	0.111373365	0.023580963	0.80426997
a31	0.06939659	0.015870828	0.00022651552	1.8845607e-06	0.11257735	0.011788957	0.7901379
a0	0.09913075	0.15564094	0.00085700117	3.5571473e-05	0.094579965	0.011075532	0.6386803
a31	0.24985354	0.06711656	0.00031960593	0.00013157292	0.093603715	0.03746152	0.5515135
a17	0.029499784	0.07515368	0.00079531386	9.5958685e-06	0.064703315	0.004509431	0.8253289
a13	0.036215294	0.006457309	0.0002573938	0.00037983424	0.010289122	0.052941266	0.8934598
a31	0.020104384	0.01680728	0.0021382247	0.0036531156	0.002641448	0.04771816	0.9069373
a20	0.5557366	0.060841475	0.029764755	0.034880057	0.07295381	0.07965264	0.16617064
a31	0.16333976	0.10541623	0.14326261	0.205717	0.022475082	0.070875235	0.28891417
a23	0.34115317	0.066152215	0.053078108	0.058224328	0.08234331	0.17408188	0.22496696
a8	0.23707674	0.11232062	0.17832287	0.14620118	0.0747197	0.08072548	0.17063333
a20	0.15487297	0.13758513	0.1473606	0.14390334	0.13217308	0.13611975	0.14798504
a31	0.14822526	0.14138466	0.14268692	0.14217809	0.14118713	0.1409966	0.14334132
</S>	0.2634709	0.12224336	0.121683896	0.12104961	0.1237589	0.12278994	0.12500344
