 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
a31	0.2122466	0.25212	0.030997287	0.030831773	0.0026428096	0.10373948	0.22467406	0.12836531	0.014382643
a24	0.005332625	0.25405875	0.013214155	0.045075845	5.5850287e-05	0.0012580231	0.00091654895	0.6655946	0.014493636
a28	0.0045695705	0.00972453	0.03551809	0.19678569	1.3532141e-05	4.306514e-05	0.00022591843	0.61596733	0.13715218
a31	0.011772149	0.03578221	0.018325584	0.48882383	0.00027228126	0.00084011984	0.004354631	0.17570311	0.2641261
a8	0.03845898	0.045293078	0.010446587	0.4549184	2.6766285e-05	0.0014217257	0.0011305491	0.26250333	0.18580063
a0	0.0021966195	0.008240698	0.002836901	0.009439091	0.0023232056	0.004145612	0.009308415	0.49405423	0.4674552
a31	0.006794411	0.006854613	0.0024783232	0.0036421106	0.008933769	0.006507257	0.014689216	0.7403855	0.20971484
a39	0.25921577	0.14731434	0.020822167	0.018865947	0.007091523	0.027219506	0.034657523	0.3809669	0.103846274
a31	0.06310803	0.13006873	0.03328015	0.025951602	0.030374601	0.19097637	0.12938014	0.33056656	0.06629376
a8	0.12404351	0.10642879	0.0432572	0.04990396	0.038217913	0.05991503	0.05453796	0.36367363	0.16002196
a31	0.101310745	0.12805218	0.07342528	0.0679595	0.030044373	0.15306236	0.23636915	0.13954414	0.07023228
a24	0.31257114	0.08514405	0.07235143	0.073554605	0.06694005	0.077681586	0.0768878	0.14607559	0.08879371
a46	0.102545455	0.11854009	0.08353727	0.072575666	0.07318201	0.13755167	0.112377375	0.2291152	0.07057524
a31	0.11604743	0.118704736	0.10891691	0.10213488	0.10628453	0.12355847	0.11389298	0.10672087	0.10373912
a1	0.2745846	0.092736006	0.08904159	0.0893226	0.08762335	0.09490856	0.08959783	0.09316593	0.089019515
a31	0.11299388	0.11442354	0.108858496	0.1050354	0.10683466	0.11844458	0.11289651	0.11542221	0.10509071
</S>	0.18766911	0.10212134	0.10061598	0.1016278	0.09998123	0.1038689	0.10082442	0.10230187	0.10098937
