 	voglio	che	Maria	viene	domani	</S>
a33	0.037229054	0.013883755	0.017370937	0.011767493	0.18297227	0.73677653
a31	0.39891395	0.007842345	0.1035046	0.018578246	0.3688079	0.10235295
a11	0.8338455	0.10906721	0.009680694	2.9506684e-05	0.006392232	0.040984873
a31	0.48808515	0.15824588	0.12882112	0.0050973184	0.03092879	0.18882173
a18	0.194404	0.33614406	0.37527663	0.000613743	0.010564267	0.08299726
a31	0.5027513	0.089163326	0.10910412	0.012678751	0.09977794	0.18652461
a42	0.94187933	0.020501459	0.020582778	0.003228845	0.0039887764	0.00981889
a37	0.29726177	0.26117134	0.16427505	0.05102007	0.062945895	0.16332589
a31	0.5099686	0.19618075	0.063434385	0.040802483	0.1203826	0.06923125
a20	0.19637948	0.13965316	0.12761705	0.14321247	0.25673166	0.13640612
a31	0.29774517	0.12559633	0.07906393	0.04895708	0.08306843	0.36556908
a8	0.18589157	0.14166993	0.13495003	0.16457683	0.23613423	0.13677745
</S>	0.1797306	0.07095192	0.05731544	0.07413322	0.13300236	0.48486647
