 	il	morto	si	piange	</S>
a20	0.50220436	0.4215496	0.058459837	0.0016214084	0.016164871
a31	0.03863578	0.9600231	0.0005980266	1.6854793e-06	0.0007413599
a18	0.13229655	0.86448056	0.002901344	1.06100686e-07	0.00032146004
a15	0.057167344	0.93224573	0.0046805562	3.1083255e-05	0.00587518
a31	0.10444575	0.66216785	0.014702636	0.00558936	0.21309435
a15	0.020985752	0.9696767	0.0063994112	0.0002922972	0.002645815
a31	0.0064000213	0.12680161	0.02226243	0.0037662196	0.8407697
a29	0.018325686	0.9189863	0.033773728	0.0060102656	0.022904092
a31	0.08688314	0.17420074	0.27116218	0.013719354	0.45403457
a0	0.024635937	0.64283663	0.039125204	0.008081353	0.28532097
a31	0.0674212	0.39734432	0.29197085	0.03428242	0.20898117
a13	0.016178282	0.060418926	0.15783308	0.018974165	0.74659556
a18	0.08827919	0.41521582	0.26437664	0.07577871	0.15634964
a41	0.1641767	0.12480641	0.40825075	0.030907432	0.27185872
a31	0.06770093	0.22779723	0.4538159	0.18537383	0.06531207
a18	0.105009615	0.04113208	0.21488008	0.24757843	0.3913998
a31	0.05812819	0.17171203	0.473512	0.2461684	0.05047934
a46	0.15413968	0.09917424	0.245961	0.32811302	0.17261212
a31	0.07373217	0.11926757	0.37003243	0.36499947	0.07196841
a0	0.20069894	0.1587308	0.20563322	0.24932548	0.18561158
a31	0.104629144	0.119067065	0.28860283	0.383694	0.10400696
</S>	0.22785917	0.17924829	0.19227159	0.20601425	0.19460668
