 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
a20	0.9563879	0.0023643514	0.00031634822	0.00016616286	0.000994072	0.010686833	0.012642415	0.01644193
a0	0.7144152	0.12398027	0.02160127	0.0006923183	4.4996574e-05	0.00088382955	0.026153276	0.11222892
a28	0.8281224	0.024608502	0.010586448	0.000592347	7.384976e-05	0.00086757634	0.037938394	0.097210474
a31	0.09166252	0.03268009	0.07367702	0.010495428	0.0011835473	0.005723785	0.14355047	0.64102715
a24	0.16455899	0.19746163	0.009420211	0.0011910181	9.6502874e-05	0.0056274957	0.078891486	0.5427527
a46	0.0037528845	0.016794497	0.007875221	0.0025844758	0.0013292441	0.069070324	0.2779171	0.6206763
a31	0.07824896	0.081272595	0.04276035	0.017670365	0.03460016	0.071970165	0.38293138	0.29054612
a24	0.35581964	0.16541407	0.04701881	0.015335219	0.0050182673	0.019682776	0.1983001	0.19341113
a31	0.09823525	0.06322205	0.049896795	0.082439795	0.07314468	0.12436718	0.18950224	0.319192
a20	0.3282031	0.264335	0.10637468	0.048725385	0.021667749	0.03791727	0.077011615	0.11576522
a29	0.12613696	0.07443791	0.11454447	0.23925039	0.16154224	0.07828288	0.084592	0.12121314
a20	0.3289882	0.2626021	0.076305926	0.095350854	0.050353624	0.051051263	0.057166412	0.07818165
a29	0.15904145	0.14451283	0.094266154	0.15357277	0.11730694	0.100375466	0.11662473	0.11429965
a13	0.142377	0.11551877	0.086733036	0.16508178	0.083642304	0.113018766	0.12658057	0.16704778
a17	0.14631331	0.13310346	0.10011729	0.16129437	0.092217065	0.108146526	0.113794066	0.1450139
a31	0.10442967	0.10263979	0.09544115	0.17364831	0.0939131	0.124149375	0.13229126	0.17348741
a44	0.15369083	0.12383938	0.117365554	0.12029786	0.11694769	0.11970253	0.12181459	0.12634164
a8	0.069023706	0.076182835	0.08376884	0.17744184	0.11533351	0.13983813	0.16228935	0.17612177
a6	0.104752734	0.106536984	0.108802274	0.14791873	0.10980715	0.12659907	0.13154031	0.16404276
</S>	0.1075418	0.10912414	0.111204065	0.14419505	0.11251447	0.12646168	0.13077474	0.15818404
