 	voi	avete	mai	mangiato	il	pasticciotto	</S>
a8	0.35756424	0.49885726	0.0074590044	0.0039912	0.0043588476	0.103589885	0.024179578
a31	0.046689298	0.933356	2.9869009e-06	0.00063402165	0.014860408	2.6469253e-05	0.0044307583
a21	0.95028234	0.044739496	0.0017174575	0.0020289833	0.0002182145	0.000115916606	0.0008976347
a37	0.24806084	0.6505783	9.365629e-05	0.00829091	0.016816206	0.0005490568	0.0756109
a8	0.11067645	0.24040124	1.1676052e-05	0.003587097	0.0074585443	0.00076707767	0.63709795
a31	0.69263715	0.23629503	0.00015258847	0.0016756455	0.00876084	0.0048078955	0.055670854
a13	0.0006369522	0.9953551	1.6943187e-06	3.7020578e-05	0.002368226	0.00025228623	0.001348757
a20	0.12313706	0.6042037	0.0030527124	0.00425335	0.016224828	0.010888669	0.23823982
a3	0.097962	0.33411792	0.0032059967	0.003164101	0.030122736	0.025429565	0.5059977
a31	0.062036358	0.26796117	0.0097061265	0.0035369084	0.053369854	0.25659096	0.3467986
a29	0.48439533	0.21730334	0.0004778271	0.00033340915	0.014307525	0.27828476	0.00489773
a31	0.013825062	0.107649416	0.010379567	0.0040901667	0.017881067	0.83053166	0.015643006
a3	0.824989	0.0845423	0.0016140004	0.0008546049	0.00906271	0.07586957	0.003067845
a31	0.052180238	0.2495008	0.07091634	0.030492246	0.09191323	0.47327974	0.031717323
a24	0.8705824	0.04776532	0.007502148	0.0060469965	0.011042945	0.04908362	0.007976419
a31	0.104520366	0.2579218	0.09067144	0.05810248	0.1142898	0.31009528	0.06439877
a39	0.52602625	0.08550533	0.066989586	0.06498602	0.070659764	0.11929391	0.066539176
a31	0.12726724	0.20081802	0.110099874	0.09889922	0.11899595	0.24098162	0.102938026
a33	0.3098402	0.12298948	0.109565765	0.10933488	0.11087082	0.12737031	0.11002859
a31	0.09401127	0.12674944	0.06946528	0.06885178	0.07026495	0.49605438	0.07460288
a23	0.6435276	0.06135687	0.05821763	0.058053188	0.058291968	0.0622682	0.058284517
</S>	0.13473353	0.13682316	0.13193539	0.13181315	0.13206154	0.19993843	0.13269478
