 	mia	figlia	vuole	andare	</S>
a46	0.14797854	0.41782895	0.1772805	0.1346954	0.12221655
a31	0.58553886	0.14173919	0.25544754	0.007416283	0.009858185
a7	0.39734104	0.55116224	0.048182577	0.0031361447	0.00017793279
a20	0.1959021	0.499216	0.23189999	0.035679348	0.03730259
a31	0.7859543	0.07852683	0.08670094	0.0031666572	0.045651253
a46	0.8890541	0.08007647	0.022830328	0.0025329557	0.005506019
a31	0.6176961	0.1105111	0.06907659	0.13873735	0.063978806
a46	0.21489184	0.017312147	0.12812506	0.5249947	0.11467632
a31	0.33940467	0.07637155	0.07094728	0.31257287	0.2007036
a11	0.083541244	0.025145616	0.14826572	0.48424464	0.25880277
a3	0.22068472	0.07470265	0.11018669	0.29902527	0.29540065
a31	0.1903931	0.10144851	0.10238176	0.2736786	0.332098
a27	0.17859311	0.14910689	0.16934612	0.19409001	0.30886388
a0	0.12792993	0.10183291	0.11396416	0.19084203	0.46543095
</S>	0.13048871	0.120502226	0.117864914	0.16633067	0.4648135
