 	è	possibile	che	è	entrato	da	qui	</S>
a13	0.9289144	0.014440862	0.002649679	0.0001836474	0.0010390552	0.002325932	0.008095601	0.042350814
a31	0.6614578	0.32343903	0.011126703	3.5168567e-05	1.1711865e-05	9.739972e-06	5.342378e-05	0.003866448
a15	0.0046623363	0.89485836	0.096686825	0.00012749444	5.2480925e-07	1.6717394e-07	4.4431294e-05	0.0036197773
a20	0.00570671	0.79680914	0.110296495	5.1845003e-05	0.00046684357	0.0006159821	0.0014708762	0.084582075
a11	0.007473544	0.55360776	0.015358675	8.393104e-05	0.004222565	0.01046079	0.011550154	0.39724264
a31	0.07698505	0.40720007	0.006469374	0.0022450457	0.03253156	0.121003434	0.11830843	0.23525703
a39	0.06583174	0.4925656	0.028082129	0.011508078	0.05288609	0.10805402	0.117731504	0.12334085
a46	0.042808972	0.3693063	0.12229663	0.096135005	0.13010366	0.1417865	0.05310659	0.044456337
a18	0.01366739	0.66875154	0.084156945	0.018540539	0.03201691	0.060583267	0.06310715	0.059176244
a31	0.078757204	0.24815033	0.09188072	0.06268123	0.09249754	0.12295256	0.14759064	0.15548976
a13	0.42396387	0.07937168	0.07435034	0.07246723	0.07755286	0.085205376	0.09831426	0.08877431
a31	0.11935314	0.13919106	0.1303008	0.11898061	0.12115593	0.12349793	0.12353774	0.123982705
a46	0.15994582	0.12041423	0.119368054	0.11811833	0.118948504	0.12021803	0.122181766	0.12080531
a31	0.12341541	0.12990539	0.1253018	0.12257837	0.124144696	0.12521076	0.12472499	0.12471857
</S>	0.1552777	0.12112961	0.12031358	0.11974673	0.12017391	0.12069926	0.12154295	0.12111621
