 	ora	ho	finito	di	scrivere	</S>
a23	0.13911621	0.27166137	0.18286097	0.064476885	0.2737722	0.06811233
a31	0.6353093	0.29145807	0.0005597753	1.429445e-05	0.06663822	0.0060203816
a28	0.80029744	0.11260796	0.021838378	1.705136e-05	0.06436562	0.00087348017
a31	0.3215491	0.56239665	0.022281125	0.00074506406	0.07653749	0.01649059
a41	0.20986964	0.77248824	0.007383826	4.6904e-06	0.009979922	0.00027365412
a21	0.76769924	0.06910472	0.021648882	0.012491566	0.048415296	0.08064027
a24	0.6071574	0.14617541	0.053771492	0.023917204	0.051585395	0.117393084
a31	0.43948764	0.16102418	0.086892046	0.1715801	0.022913044	0.11810298
a39	0.5210341	0.11139212	0.083271295	0.08865451	0.1366769	0.058971092
a31	0.15919621	0.26696375	0.10644921	0.2759608	0.044023927	0.1474061
a28	0.29647732	0.21691862	0.116623975	0.11923284	0.15309478	0.09765248
a31	0.12799971	0.33688462	0.15695362	0.20157203	0.07783369	0.09875631
a20	0.2001101	0.21600196	0.14716911	0.14606729	0.15248013	0.13817139
a37	0.15178198	0.22406778	0.14183299	0.17068137	0.15364583	0.15799001
</S>	0.1646823	0.17912272	0.1645294	0.16813163	0.1619851	0.16154881
