 	è	pericoloso	di	nuotare	di	notte	</S>
a37	0.94372463	0.0006931734	0.000104107625	0.0011192731	0.0015603246	0.020043422	0.032755062
a31	0.31372744	0.61018986	0.0004539147	0.0011727269	4.0063198e-05	0.0022494497	0.07216656
a7	0.67671436	0.16835357	0.107175246	0.00074647757	2.771812e-06	0.0136527615	0.033354882
a31	0.20422718	0.296008	0.01974233	0.027110068	0.00082881335	0.02385509	0.42822862
a20	0.03931544	0.9487079	0.00022837368	0.00010545465	3.7869568e-06	0.00013511468	0.011504035
a2	0.0004274737	0.980808	0.0009071947	0.00014160723	0.0005015082	0.004315339	0.012898886
a41	0.0019358514	0.9670659	0.0025473044	0.0011625631	0.005152001	0.0020859605	0.020050552
a20	0.0035582732	0.9670204	0.00685271	0.0011653978	0.0045728455	0.0030180188	0.013812497
a46	0.021904236	0.8375866	0.044799246	0.009215588	0.022543928	0.026700031	0.03725041
a31	0.05038467	0.6587227	0.05954694	0.02291334	0.072331466	0.062368605	0.07373219
a11	0.11312005	0.445968	0.03598328	0.047614485	0.09768032	0.16075915	0.09887474
a35	0.053051565	0.36214495	0.13101868	0.04818327	0.061303537	0.15656795	0.18773003
a31	0.07569072	0.2274947	0.06970348	0.061109077	0.10604416	0.22165374	0.2383042
a11	0.1974262	0.21491115	0.09483694	0.103783995	0.13144323	0.14167096	0.115927465
a28	0.112009965	0.22713764	0.13129406	0.11209823	0.10987094	0.14374329	0.16384593
a20	0.12632236	0.23053472	0.13864037	0.12497551	0.1253178	0.12761167	0.12659758
a10	0.1308624	0.26018396	0.13790935	0.12566109	0.10938238	0.11889572	0.11710512
a31	0.122951746	0.28377008	0.13427302	0.11704155	0.1148555	0.11507829	0.11202979
</S>	0.1604692	0.15926932	0.13687359	0.13619286	0.13519771	0.13712393	0.13487343
