 	vuole	andare	a	Lecce	</S>
a20	0.40288633	0.0619724	0.0125915855	0.50907606	0.013473596
a31	0.0020271214	3.0699124e-05	2.1297441e-05	0.9973399	0.0005810144
a18	0.51678526	0.016926857	0.0006726373	0.46409234	0.0015229144
a46	0.0074529666	0.00086421426	0.0004347704	0.9892263	0.002021771
a37	0.005985388	0.0030176549	0.0026877539	0.93521476	0.053094435
a23	0.001853272	0.0011068672	0.00025586618	0.84915113	0.14763284
a18	0.00045905597	0.002527728	0.0003216359	0.6421955	0.35449612
a38	0.0029383542	0.024595499	0.0033648645	0.4823289	0.48677245
a37	0.028614597	0.14549802	0.03494198	0.19448261	0.5964628
a31	0.09683798	0.32499042	0.1799508	0.044563215	0.35365763
a20	0.08525627	0.1827046	0.073370986	0.29378948	0.36487865
</S>	0.07110808	0.1671857	0.13283698	0.07950356	0.54936564
