 	ha	potuto	entrare	dalla	finestra	</S>
a46	0.00072444626	0.00015995222	0.013662755	0.13359776	0.8400547	0.011800371
a31	6.897754e-05	5.9616486e-06	0.027320243	0.76017195	0.16785324	0.044579573
a8	0.004009908	3.4505447e-05	0.12072616	0.6364932	0.23157182	0.0071644657
a31	0.0046520517	0.00020145265	0.04654617	0.6822577	0.25569808	0.010644515
a15	0.0039279778	0.0002811298	0.014452056	0.45618972	0.5032349	0.02191412
a13	0.017307507	5.4627144e-05	0.002370969	0.09678799	0.006284261	0.87719464
a24	0.030146703	0.0005006205	0.006002467	0.033914216	0.02626833	0.90316767
a31	0.41354606	0.008374862	0.03755881	0.17066228	0.112831436	0.2570265
a18	0.6492956	0.048893366	0.116630755	0.081590064	0.03382793	0.06976227
a31	0.65719265	0.033082347	0.026670372	0.104463845	0.095670536	0.08292032
a20	0.41495317	0.09563904	0.16891801	0.15527658	0.07668823	0.0885249
a11	0.68533236	0.059962995	0.03494963	0.08306068	0.077006936	0.059687313
a8	0.22238107	0.14930072	0.15451732	0.15683901	0.15907323	0.15788862
a31	0.20921221	0.15274067	0.1541784	0.16045232	0.16038133	0.16303505
a8	0.2512021	0.14073676	0.14750491	0.17474063	0.14149739	0.14431818
a31	0.21309246	0.15688854	0.15352924	0.16064061	0.1588851	0.15696397
</S>	0.21750408	0.15030965	0.15513216	0.17355861	0.15106583	0.15242964
