 	deve	che	entra	da	qui	</S>
a31	0.034743737	0.17678519	0.025348496	0.00757093	0.021766681	0.733785
a21	0.9517822	0.04386748	5.292567e-05	1.1644064e-06	3.9340416e-06	0.0042922855
a31	0.8324595	0.15741323	0.0011556799	3.659241e-05	5.0132654e-05	0.008884751
a20	0.1522141	0.82243407	0.001938143	0.005077845	0.0026306433	0.015705151
a11	0.93802077	0.031321228	0.0034160805	0.0014216433	0.0006496999	0.025170553
a31	0.29644033	0.34555867	0.15601774	0.082637854	0.05971239	0.05963306
a37	0.82992995	0.038258817	0.07269476	0.027540345	0.018830383	0.012745796
a31	0.17288807	0.22120778	0.15534373	0.15333521	0.14952573	0.14769945
a8	0.3132203	0.14690565	0.15020308	0.13330652	0.12994878	0.12641566
a31	0.25046918	0.15925102	0.15562756	0.1458646	0.14564219	0.14314541
a46	0.23512591	0.15204516	0.15516883	0.15202254	0.15130341	0.15433411
a31	0.17844659	0.1661986	0.1653247	0.16343354	0.16349277	0.16310374
</S>	0.25122684	0.14916018	0.15112697	0.14904812	0.14857298	0.15086488
