 	ho	finito	di	scrivere	</S>
a38	0.04883823	0.43149495	0.07742227	0.42515382	0.017090712
a31	0.23205785	0.0017653777	8.324663e-06	0.7614902	0.0046782624
a15	0.9361362	0.04775435	9.234143e-06	0.016012555	8.7563916e-05
a18	0.8125841	0.14148591	9.496283e-05	0.036196753	0.009638252
a31	0.23987137	0.057670835	0.0007471179	0.5510064	0.1507043
a37	0.20589596	0.060985327	0.0034007453	0.69996345	0.02975449
a31	0.1159789	0.055789053	0.074351184	0.37010536	0.38377553
a0	0.6184709	0.05954039	0.21634023	0.06803463	0.037613876
a31	0.17778678	0.10919	0.6260375	0.025410725	0.061574973
a18	0.39391425	0.11381314	0.19335505	0.20936435	0.08955321
a31	0.1790753	0.11802205	0.46012652	0.08457386	0.15820229
a39	0.3089437	0.16006677	0.17634131	0.19877212	0.15587614
a20	0.19846435	0.18642186	0.25283808	0.17538853	0.18688717
a31	0.19812201	0.19799206	0.21096697	0.19619964	0.19671938
a8	0.28613728	0.17733726	0.17837226	0.18152988	0.17662331
a20	0.19824205	0.19702563	0.21209529	0.19550878	0.19712825
a31	0.19947271	0.19937761	0.20300542	0.19906679	0.19907743
</S>	0.29006195	0.17731504	0.1771004	0.17902984	0.17649277
