 	dovevo	comprare	pane	ogni	giorno	</S>
a8	0.20015496	0.023818217	0.056697696	0.06480715	0.54302734	0.11149463
a31	0.12349185	0.0003669251	0.5420418	0.2238771	0.07814386	0.03207851
a24	0.20751229	0.0059042964	0.2395496	0.061312266	0.47870985	0.007011626
a37	0.69222736	0.0050454107	0.026196938	0.14002934	0.10427594	0.032225057
a14	0.96521884	5.314341e-06	0.0034558347	0.0049457457	0.0022750886	0.024099171
a29	0.9774754	8.980383e-06	0.001416608	0.00028958652	0.00034263448	0.02046684
a0	0.44867578	0.00063003635	0.05637966	0.0009548686	0.009906632	0.483453
a29	0.88859797	0.008579049	0.020396793	0.0017732934	0.010556054	0.0700969
a20	0.8579053	0.018960938	0.057292633	0.0033378159	0.013293087	0.049210206
a31	0.72440654	0.0342647	0.08846455	0.011516576	0.03899204	0.10235561
a24	0.3647829	0.07273053	0.10096324	0.08553143	0.12504184	0.25095013
a46	0.4580674	0.041891973	0.10565966	0.019090055	0.14537366	0.22991727
a31	0.33267164	0.07024584	0.09680133	0.055438925	0.14869882	0.2961434
a0	0.18250157	0.15267174	0.16209936	0.1549039	0.16314776	0.18467574
a20	0.2211041	0.08095967	0.09614694	0.07163947	0.14767584	0.382474
a31	0.16839853	0.1442019	0.14800751	0.14150858	0.15021363	0.24766983
a46	0.17546614	0.16315953	0.16553432	0.16257924	0.1643022	0.16895863
</S>	0.16752824	0.13733791	0.14072087	0.13532685	0.14840907	0.27067706
