 	forse	stanno	ancora	svegli	</S>
a31	0.0051170485	0.009742286	0.28962216	0.6776119	0.017906627
a10	0.0010441036	0.17978577	0.37304676	0.41781875	0.028304636
a20	0.032796152	0.07870688	0.19427899	0.5912556	0.10296238
a31	0.029603457	0.20688714	0.036482386	0.03812298	0.68890405
a18	0.02097894	0.32960612	0.5903435	0.03668815	0.022383394
a31	0.034834795	0.5069059	0.30889907	0.091139786	0.058220424
a35	0.02257858	0.31564188	0.638491	0.01960421	0.0036843547
a31	0.03879556	0.3884582	0.336038	0.1817688	0.054939415
a10	0.11581904	0.32042098	0.42804095	0.10713533	0.028583685
a20	0.14412601	0.33471334	0.30231336	0.16735691	0.051490378
a29	0.14445418	0.36876485	0.25820303	0.14324422	0.08533378
a20	0.12677461	0.3212196	0.2343656	0.18807788	0.12956235
a31	0.31413093	0.25625664	0.18770285	0.1334737	0.10843596
a28	0.2725942	0.17443168	0.18299295	0.20102751	0.16895375
a8	0.24513252	0.28085503	0.19641353	0.15391935	0.123679556
a21	0.31982592	0.19196866	0.18362415	0.16164273	0.14293845
</S>	0.20465656	0.20076285	0.19905427	0.19924913	0.1962772
