 	le	canzone	si	scrivono	alla	notte	</S>
a20	0.83830047	0.0024673925	0.0006374258	0.0008181385	0.049260348	0.05201124	0.056504957
a31	0.5659179	4.3746677e-05	0.02818824	0.09265916	0.0007100648	0.011989256	0.3004916
a0	0.74674517	0.006870048	0.015678782	0.0414969	0.0053286147	0.041212764	0.14266771
a20	0.608108	0.0006923134	0.011723161	0.2412934	0.0015525611	0.007047757	0.12958285
a31	0.5738704	0.00037092902	0.013842014	0.10194612	0.0009393261	0.005930615	0.30310062
a13	0.9060593	0.00030406995	0.011727017	0.027008394	0.008193733	0.002263533	0.04444393
a38	0.016487433	0.00015614848	0.0055862046	0.0075659594	0.016081406	0.124216825	0.82990605
a31	0.11945359	0.00073261023	0.010286143	0.03624989	0.03626777	0.23848163	0.55852836
a20	0.037292033	4.4831442e-05	0.000758547	0.008482764	0.9231376	0.021598848	0.008685367
a31	0.09569599	0.0007427713	0.005527465	0.04002181	0.10628371	0.15126562	0.6004626
a20	0.03489051	0.00023137439	0.0024302476	0.022097237	0.8534142	0.064849295	0.022087146
a33	0.059450645	0.0023812118	0.014312228	0.02422946	0.51845396	0.10352755	0.27764502
a31	0.011249359	0.0006210054	0.00077945483	0.0065202857	0.71605253	0.12988505	0.13489226
a28	0.39400628	0.006550305	0.0088330135	0.01329373	0.30836672	0.14529392	0.123656034
a31	0.030653363	0.026885198	0.018998975	0.036886893	0.737498	0.090166755	0.058910914
a0	0.3457336	0.027058266	0.078230895	0.08394071	0.20631038	0.09539162	0.16333449
a31	0.02727897	0.04570381	0.03331368	0.066832304	0.64987	0.12999977	0.047001507
a3	0.3052632	0.058422294	0.14590143	0.08119584	0.20195377	0.08881056	0.11845288
a31	0.06646977	0.08370416	0.06827696	0.10336142	0.4997281	0.11716785	0.061291732
a46	0.4207099	0.07430888	0.12216764	0.08057034	0.11439675	0.08750533	0.10034105
a31	0.13459493	0.12450276	0.136781	0.12791213	0.21028495	0.13954662	0.12637755
a39	0.36345676	0.100011736	0.11166801	0.10172979	0.10847518	0.10445496	0.1102036
a35	0.14090174	0.13681616	0.1493471	0.13763697	0.15891762	0.14012934	0.13625106
a31	0.14543507	0.13982967	0.14265583	0.1405074	0.149152	0.1413951	0.14102504
</S>	0.24130474	0.123228535	0.13285203	0.123039715	0.13019252	0.124948695	0.1244338
