 	li	vestono	i	genitori	</S>
a31	0.07415553	0.18739417	0.16750138	0.3921866	0.1787623
a46	0.0014683077	0.00065708434	0.618597	0.1481002	0.23117748
a18	0.00015992667	8.702421e-05	0.03519815	0.5498503	0.41470462
a35	0.0012241277	0.0008294032	0.04988203	0.15257017	0.79549426
a15	0.0067152	0.007219523	0.018400393	0.16047831	0.80718654
a39	0.027043484	0.024125222	0.12320436	0.14800549	0.6776214
a31	0.11851389	0.075302064	0.20070383	0.1761909	0.42928928
a11	0.024678832	0.01992771	0.09571989	0.28016156	0.579512
a20	0.37404773	0.16468658	0.15443808	0.06009453	0.24673298
a31	0.38112092	0.18295662	0.15424986	0.12874448	0.15292808
a39	0.11504703	0.05170159	0.14877234	0.31952357	0.3649554
a20	0.31585503	0.19949207	0.09479745	0.090550266	0.29930517
a46	0.17981327	0.1241453	0.086053155	0.15818694	0.4518014
a31	0.19840564	0.18773744	0.0778031	0.12820345	0.40785038
a15	0.16756177	0.103137545	0.11668884	0.24132256	0.3712893
a24	0.1297447	0.13522667	0.0762964	0.12635322	0.532379
a20	0.17316447	0.19632961	0.15614802	0.1569707	0.31738722
a31	0.18054956	0.18703452	0.17462255	0.1782087	0.27958465
a13	0.20930079	0.19407474	0.19426732	0.19818695	0.20417021
a46	0.19258283	0.19273496	0.18767081	0.19525696	0.23175445
a14	0.19774142	0.20079795	0.19627818	0.19510172	0.21008071
a20	0.2004814	0.1996263	0.19924857	0.199581	0.20106271
a31	0.19833052	0.20006378	0.19755994	0.19680248	0.20724332
</S>	0.208855	0.19727245	0.19736128	0.19779162	0.19871959
