 	non	ho	cosa	a	fare	</S>
a8	0.14392456	0.0875199	0.10690529	0.13823256	0.37560493	0.14781277
a31	0.016617203	0.01089969	0.7865824	0.020708784	0.10481343	0.060378537
a37	0.2288909	0.09893321	0.55240226	0.038057346	0.07034536	0.011371001
a11	0.06684913	0.053530484	0.22686237	0.12036304	0.3501854	0.1822095
a13	0.0017693702	0.007998209	0.082595445	0.013488133	0.08976345	0.8043854
a20	0.024690552	0.036422193	0.09213387	0.017274072	0.17708716	0.65239215
a31	0.12064708	0.1699094	0.23523581	0.05174053	0.19309084	0.22937629
a8	0.05212691	0.08799306	0.08104987	0.044537973	0.40410084	0.33019137
a31	0.13376094	0.15992059	0.05388877	0.11243237	0.27844056	0.26155674
a46	0.11902177	0.11094768	0.10869494	0.12277932	0.3006188	0.23793744
a8	0.049289457	0.07397319	0.040263195	0.048865695	0.42452604	0.3630824
</S>	0.09621268	0.11066473	0.093920834	0.09373454	0.2391359	0.3663313
