 	è	pericoloso	di	nuotare	nella	notte	</S>
a31	0.93733567	0.0015716988	0.00012981264	0.0011596166	0.007899084	0.03234059	0.01956355
a20	0.054620788	0.9280594	0.00044694313	9.311053e-05	0.0013753294	0.006084716	0.009319729
a31	0.029068671	0.7290582	0.00031259883	0.0049430807	0.06995505	0.004838185	0.16182408
a37	0.003677932	0.88093144	0.02129953	0.024445422	0.015111647	0.004527212	0.050006762
a31	0.0047824024	0.84864354	0.00041354215	0.0024093145	0.012574984	0.07552596	0.055650335
a30	0.0011456115	0.9877028	0.0005983351	0.0006634393	0.003393126	0.0016540986	0.0048425943
a13	0.00078338414	0.96070564	0.001870403	0.00038781844	0.0030725799	0.017784448	0.015395739
a20	0.0032112538	0.77216935	0.0011952203	0.0015129203	0.012072726	0.14499752	0.064840995
a41	0.008071733	0.729406	0.01310084	0.00506832	0.003999915	0.20546155	0.034891557
a33	0.03480499	0.09157885	0.0058700605	0.010923378	0.0074949157	0.7264897	0.122838095
a31	0.07975691	0.15961097	0.03487273	0.04643996	0.026158605	0.4713111	0.18184981
a41	0.04858029	0.014894922	0.0021976212	0.0067298217	0.01015389	0.7563664	0.16107717
a0	0.062734455	0.090486094	0.053472146	0.052322607	0.046622958	0.40631717	0.28804454
a31	0.0640244	0.07474753	0.05474115	0.05880669	0.060678743	0.38305116	0.30395037
a24	0.20516051	0.12935437	0.08007505	0.08378903	0.08549459	0.2151799	0.20094651
a31	0.11012808	0.13059737	0.10830372	0.10711362	0.1034972	0.20943089	0.23092918
a20	0.17616066	0.14569592	0.12618218	0.12754302	0.12698811	0.15058254	0.1468476
</S>	0.14089707	0.14353795	0.13494588	0.1365194	0.13368393	0.15300125	0.15741454
